mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59442.370481,4.512,3.503,1.237,3.93,19.218,0.15,o
59442.375969,4.512,3.503,1.237,3.93,19.358,0.169,o
59442.377798,4.512,3.503,1.237,3.93,19.068,0.132,o
59442.401964,4.512,3.503,1.238,3.93,19.296,0.152,o
59442.412913,4.512,3.503,1.238,3.93,19.198,0.132,o
59442.422869,4.512,3.503,1.238,3.93,19.207,0.127,o
59442.425799,4.512,3.503,1.238,3.93,19.106,0.115,o
59443.331795,4.511,3.503,1.287,3.93,19.35,0.194,o
59443.337338,4.511,3.503,1.288,3.93,19.111,0.157,o
59443.348395,4.511,3.503,1.289,3.93,19.073,0.153,o
59443.357487,4.511,3.503,1.289,3.93,19.016,0.139,o
59444.373913,4.51,3.503,1.385,3.93,18.912,0.15,o
59444.377138,4.51,3.503,1.385,3.93,18.649,0.12,o
59444.379901,4.51,3.503,1.385,3.93,18.944,0.156,o
59444.394096,4.51,3.503,1.387,3.93,18.97,0.156,o
59445.3165,4.509,3.503,1.504,3.93,19.61,0.386,o
59450.491266,4.504,3.508,2.455,3.92,19.229,0.326,o
59450.496758,4.504,3.508,2.456,3.92,18.989,0.265,o
59451.492259,4.504,3.51,2.666,3.92,19.163,0.23,o
59451.497422,4.504,3.51,2.667,3.92,18.943,0.192,o
59451.500854,4.504,3.51,2.668,3.92,19.191,0.244,o
59452.468999,4.503,3.512,2.875,3.92,19.189,0.191,o
59452.472687,4.503,3.512,2.876,3.92,18.915,0.15,o
59452.491897,4.503,3.512,2.88,3.92,19.279,0.218,o
59452.498591,4.503,3.512,2.881,3.92,19.253,0.216,o
59454.399163,4.501,3.517,3.295,3.91,19.195,0.162,o
59454.404676,4.501,3.517,3.296,3.91,19.185,0.161,o
59454.411829,4.501,3.517,3.298,3.91,19.036,0.142,o
59454.415053,4.501,3.517,3.299,3.91,19.151,0.158,o
59456.398397,4.499,3.524,3.735,3.91,18.97,0.102,o
59456.401625,4.499,3.524,3.736,3.91,19.135,0.119,o
59456.408176,4.499,3.524,3.737,3.91,19.23,0.13,o
59456.420889,4.499,3.524,3.74,3.91,19.225,0.134,o
59460.39985,4.496,3.54,4.615,3.89,19.006,0.107,o
59460.405871,4.496,3.54,4.616,3.89,19.237,0.132,o
59460.409093,4.496,3.54,4.617,3.89,19.591,0.181,o
59460.425402,4.496,3.54,4.621,3.89,19.14,0.122,o
59461.348672,4.495,3.544,4.822,3.88,19.729,0.158,c
59461.352371,4.495,3.544,4.823,3.88,19.739,0.159,c
59461.35825,4.495,3.544,4.824,3.88,19.774,0.163,c
59461.390403,4.495,3.544,4.831,3.88,20.318,0.269,c
59461.394998,4.495,3.544,4.832,3.88,19.481,0.13,c
59461.398659,4.495,3.544,4.833,3.88,19.47,0.129,c
59461.433844,4.495,3.544,4.84,3.88,19.358,0.119,c
59461.441727,4.495,3.544,4.842,3.88,18.977,0.086,c
59462.346378,4.494,3.549,5.038,3.88,20.07,0.201,c
59462.356169,4.494,3.549,5.04,3.88,19.54,0.127,c
59462.387672,4.494,3.549,5.047,3.88,20.033,0.197,c
59462.391345,4.494,3.549,5.048,3.88,19.558,0.13,c
59464.395012,4.492,3.56,5.478,3.87,19.007,0.11,o
59464.398235,4.492,3.56,5.479,3.87,19.367,0.151,o
59464.405246,4.492,3.56,5.48,3.87,19.317,0.145,o
59464.418328,4.492,3.56,5.483,3.87,19.314,0.147,o
59466.340208,4.49,3.571,5.889,3.85,19.771,0.155,c
59466.345319,4.49,3.571,5.89,3.85,19.632,0.138,c
59466.352393,4.49,3.571,5.892,3.85,19.661,0.141,c
59466.355596,4.49,3.571,5.892,3.85,20.055,0.2,c
59468.389813,4.489,3.584,6.314,3.84,19.561,0.175,o
59468.393502,4.489,3.584,6.315,3.84,19.373,0.15,o
59468.400414,4.489,3.584,6.316,3.84,19.693,0.199,o
59470.329881,4.487,3.598,6.708,3.83,19.304,0.15,o
59470.33267,4.487,3.598,6.708,3.83,19.634,0.202,o
59470.352002,4.487,3.598,6.712,3.83,19.485,0.167,o
59470.357192,4.487,3.598,6.713,3.83,19.396,0.151,o
59479.349873,4.48,3.672,8.408,3.75,19.681,0.339,o
59479.353098,4.48,3.672,8.408,3.75,19.45,0.275,o
59479.358629,4.48,3.672,8.409,3.75,19.354,0.254,o
59479.370156,4.48,3.672,8.411,3.75,19.489,0.289,o
59480.375504,4.479,3.681,8.586,3.74,18.369,0.091,o
59480.38336,4.479,3.681,8.587,3.74,18.449,0.1,o
59480.387049,4.479,3.681,8.588,3.74,18.277,0.086,o
59480.399971,4.479,3.681,8.59,3.74,18.651,0.124,o
59481.336063,4.478,3.69,8.75,3.73,18.083,0.067,o
59484.339453,4.476,3.72,9.244,3.7,18.378,0.069,o
59484.342232,4.476,3.72,9.245,3.7,18.57,0.082,o
59484.366735,4.476,3.72,9.249,3.7,18.488,0.08,o
59485.313847,4.475,3.73,9.398,3.69,18.247,0.055,o
59485.317086,4.475,3.73,9.399,3.69,18.203,0.053,o
59485.323035,4.475,3.73,9.4,3.69,18.234,0.055,o
59485.333171,4.475,3.73,9.401,3.69,18.312,0.059,o
59486.289,4.475,3.74,9.549,3.68,18.248,0.055,o
59486.292302,4.475,3.74,9.55,3.68,18.274,0.056,o
59486.323535,4.475,3.741,9.554,3.68,18.278,0.056,o
59486.329043,4.475,3.741,9.555,3.68,18.234,0.054,o
59490.317908,4.472,3.784,10.138,3.64,18.4,0.067,o
59490.321585,4.472,3.784,10.139,3.64,18.341,0.065,o
59490.329476,4.472,3.785,10.14,3.64,18.429,0.071,o
59490.340472,4.472,3.785,10.141,3.64,18.405,0.069,o
59492.278263,4.47,3.807,10.404,3.62,18.646,0.198,o
59493.284949,4.469,3.819,10.536,3.6,18.346,0.063,o
59493.288165,4.469,3.819,10.536,3.6,18.951,0.106,o
59493.29367,4.469,3.819,10.537,3.6,18.36,0.064,o
59493.30424,4.469,3.819,10.538,3.6,18.486,0.072,o
59494.290267,4.469,3.831,10.663,3.59,18.658,0.079,o
59494.293484,4.469,3.831,10.664,3.59,18.726,0.085,o
59494.300893,4.469,3.831,10.664,3.59,18.589,0.077,o
59494.317888,4.469,3.831,10.667,3.59,18.822,0.099,o
59496.261204,4.467,3.854,10.903,3.57,18.798,0.101,o
59496.267663,4.467,3.855,10.903,3.57,19.245,0.16,o
59496.27135,4.467,3.855,10.904,3.57,18.864,0.101,o
59496.283786,4.467,3.855,10.905,3.57,18.672,0.082,o
59498.295775,4.466,3.88,11.135,3.55,18.771,0.099,o
59498.29899,4.466,3.88,11.136,3.55,18.547,0.081,o
59498.304487,4.466,3.88,11.136,3.55,18.657,0.088,o
59498.321035,4.466,3.88,11.138,3.55,18.689,0.091,o
59506.275139,4.46,3.984,11.902,3.46,18.962,0.193,o
59506.280663,4.46,3.984,11.902,3.46,18.848,0.175,o
59506.295783,4.46,3.984,11.903,3.46,18.668,0.152,o
59506.30037,4.46,3.984,11.904,3.46,18.665,0.152,o
59508.283436,4.459,4.011,12.058,3.43,18.794,0.141,o
59508.286662,4.459,4.011,12.059,3.43,18.814,0.145,o
59508.292216,4.459,4.011,12.059,3.43,18.998,0.172,o
59508.302817,4.459,4.011,12.06,3.43,19.051,0.181,o
59509.27584,4.459,4.024,12.131,3.42,19.202,0.203,o
59509.279042,4.459,4.024,12.131,3.42,19.228,0.21,o
59509.286375,4.459,4.025,12.131,3.42,19.453,0.261,o
59509.296524,4.459,4.025,12.132,3.42,18.875,0.159,o
59510.247877,4.458,4.038,12.198,3.41,19.262,0.191,o
59510.251082,4.458,4.038,12.198,3.41,18.977,0.149,o
59510.25705,4.458,4.038,12.198,3.41,19.517,0.246,o
59510.267153,4.458,4.038,12.199,3.41,18.929,0.148,o
59512.278587,4.457,4.066,12.328,3.39,19.396,0.164,o
59512.284113,4.457,4.066,12.328,3.39,19.202,0.144,o
59512.29103,4.457,4.066,12.328,3.39,19.348,0.171,o
59512.301267,4.457,4.066,12.329,3.39,19.196,0.154,o
59513.239372,4.456,4.08,12.384,3.37,19.848,0.17,c
59513.242613,4.456,4.08,12.384,3.37,19.451,0.121,c
59513.248101,4.456,4.08,12.384,3.37,19.608,0.138,c
59513.249929,4.456,4.08,12.384,3.37,19.741,0.154,c
59513.253132,4.456,4.08,12.385,3.37,19.469,0.122,c
59513.259551,4.456,4.08,12.385,3.37,19.917,0.18,c
59516.272133,4.454,4.123,12.54,3.34,19.274,0.157,o
59516.275392,4.454,4.123,12.541,3.34,19.847,0.28,o
59516.282783,4.454,4.123,12.541,3.34,19.288,0.158,o
59516.297579,4.454,4.123,12.542,3.34,19.198,0.149,o
59518.258186,4.453,4.151,12.626,3.32,19.935,0.178,c
59518.261384,4.453,4.151,12.626,3.32,19.752,0.151,c
59518.272894,4.453,4.151,12.626,3.32,19.821,0.161,c
59520.258985,4.452,4.18,12.698,3.29,19.604,0.181,o
59520.261762,4.452,4.18,12.698,3.29,19.4,0.152,o
59520.267791,4.452,4.18,12.698,3.29,19.437,0.158,o
59520.28116,4.452,4.18,12.699,3.29,19.632,0.189,o
59522.260801,4.451,4.209,12.757,3.27,19.798,0.178,c
59524.223152,4.45,4.238,12.801,3.25,20.46,0.439,o
59524.239307,4.45,4.238,12.802,3.25,19.466,0.178,o
59526.231445,4.448,4.267,12.834,3.23,20.108,0.222,c
59526.242051,4.448,4.268,12.834,3.23,20.063,0.213,c
59528.248967,4.447,4.297,12.853,3.2,19.442,0.21,o
59532.207864,4.445,4.356,12.854,3.16,19.747,0.289,o
59542.195729,4.44,4.503,12.65,3.06,20.302,0.355,o
59542.215046,4.44,4.503,12.649,3.06,20.438,0.402,o
59544.235246,4.439,4.532,12.574,3.04,19.73,0.192,o
59544.254623,4.439,4.533,12.573,3.04,19.657,0.183,o
59546.223806,4.438,4.561,12.489,3.02,20.091,0.287,o
59546.229306,4.438,4.561,12.489,3.02,20.297,0.354,o
59546.23342,4.438,4.561,12.488,3.02,19.944,0.262,o
59546.246247,4.438,4.562,12.488,3.02,19.814,0.234,o
59550.246311,4.437,4.619,12.286,2.98,20.12,0.312,o
59550.252719,4.437,4.619,12.285,2.98,19.704,0.226,o
59770.543779,4.473,4.304,13.122,3.2,20.194,0.266,o
59774.52102,4.476,4.248,13.047,3.24,19.95,0.409,o
59783.346748,4.483,4.126,12.702,3.34,19.887,0.249,o
59783.349582,4.483,4.126,12.701,3.34,19.79,0.232,o
59783.359806,4.483,4.125,12.701,3.34,20.221,0.342,o
59796.547583,4.494,3.953,11.692,3.48,20.26,0.238,c
59797.09579,4.494,3.946,11.637,3.49,20.359,0.287,c
59799.313089,4.496,3.919,11.403,3.51,20.008,0.303,o
59810.466615,4.506,3.792,9.964,3.63,20.243,0.331,o
59813.067138,4.508,3.766,9.566,3.65,19.989,0.262,o
59813.071679,4.508,3.766,9.566,3.65,20.132,0.297,o
59813.097022,4.509,3.765,9.562,3.65,19.779,0.225,o
59813.122764,4.509,3.765,9.558,3.66,20.034,0.295,o
59814.543459,4.51,3.751,9.33,3.67,19.775,0.2,o
59818.509259,4.514,3.714,8.66,3.71,19.841,0.214,o
59818.535261,4.514,3.714,8.656,3.71,20.129,0.28,o
59824.969845,4.52,3.661,7.463,3.76,19.865,0.216,o
59824.977063,4.52,3.661,7.462,3.76,19.962,0.241,o
59824.987495,4.52,3.66,7.46,3.76,19.959,0.242,o
59826.4658,4.521,3.65,7.169,3.77,19.668,0.187,o
59826.467619,4.521,3.65,7.169,3.77,20.172,0.291,o
59826.470354,4.521,3.65,7.168,3.77,20.244,0.313,o
59826.49496,4.521,3.649,7.163,3.77,19.796,0.205,o
59828.957456,4.524,3.632,6.665,3.79,19.771,0.332,o
59828.965649,4.524,3.632,6.663,3.79,19.617,0.286,o
59830.408984,4.525,3.623,6.364,3.8,19.807,0.366,o
59831.195518,4.526,3.618,6.199,3.8,18.931,0.262,o
59836.542855,4.531,3.59,5.041,3.83,19.363,0.282,o
59838.503344,4.533,3.581,4.602,3.84,19.502,0.195,o
59838.506581,4.533,3.581,4.601,3.84,19.777,0.248,o
59838.512233,4.533,3.581,4.6,3.84,19.632,0.217,o
59838.547609,4.533,3.581,4.592,3.84,19.985,0.296,o
59840.462169,4.535,3.574,4.158,3.85,19.472,0.175,o
59840.46539,4.535,3.574,4.157,3.85,20.077,0.302,o
59840.505041,4.535,3.574,4.148,3.85,19.61,0.204,o
59842.408647,4.537,3.567,3.712,3.86,20.342,0.245,c
59842.411414,4.537,3.567,3.711,3.86,20.325,0.24,c
59843.143594,4.538,3.565,3.542,3.86,19.707,0.213,o
59843.146753,4.538,3.565,3.542,3.86,20.382,0.391,o
59843.153878,4.538,3.565,3.54,3.86,19.723,0.213,o
59843.163461,4.538,3.565,3.538,3.86,19.424,0.164,o
59844.419102,4.54,3.562,3.247,3.87,19.764,0.233,o
59844.44685,4.54,3.562,3.241,3.87,19.655,0.201,o
59848.466428,4.544,3.554,2.312,3.87,19.668,0.221,o
59848.496696,4.544,3.554,2.305,3.87,18.854,0.112,o
59848.525144,4.544,3.554,2.298,3.87,19.553,0.216,o
59849.019551,4.544,3.554,2.185,3.87,19.919,0.196,c
59849.025071,4.544,3.554,2.184,3.87,20.216,0.257,c
59849.046532,4.544,3.554,2.179,3.87,19.89,0.197,c
59850.391718,4.546,3.552,1.874,3.87,20.294,0.228,c
59850.394489,4.546,3.552,1.874,3.87,20.284,0.226,c
59850.417058,4.546,3.552,1.869,3.87,20.357,0.245,c
59851.188796,4.547,3.552,1.697,3.87,19.549,0.177,o
59851.217278,4.547,3.552,1.691,3.88,19.406,0.157,o
59851.240778,4.547,3.552,1.686,3.88,19.499,0.176,o
59851.24441,4.547,3.552,1.685,3.88,20.162,0.32,o
59852.88936,4.549,3.552,1.335,3.88,19.998,0.221,c
59852.892518,4.549,3.552,1.335,3.88,19.866,0.194,c
59852.897944,4.549,3.552,1.333,3.88,20.22,0.27,c
59852.903388,4.549,3.552,1.332,3.88,19.955,0.212,c
59854.514327,4.55,3.552,1.027,3.87,20.033,0.209,c
59854.517117,4.55,3.552,1.026,3.87,20.463,0.31,c
59855.146033,4.551,3.552,0.929,3.87,19.99,0.357,o
59855.152793,4.551,3.552,0.928,3.87,19.494,0.221,o
59855.17619,4.551,3.552,0.925,3.87,19.967,0.336,o
59856.857441,4.553,3.554,0.766,3.87,19.251,0.214,o
59856.860616,4.553,3.554,0.766,3.87,19.475,0.259,o
59856.872442,4.553,3.554,0.766,3.87,19.501,0.257,o
59859.083251,4.555,3.558,0.854,3.87,18.837,0.263,o
59864.403928,4.561,3.572,1.856,3.85,19.04,0.212,o
59864.422926,4.561,3.572,1.86,3.85,19.303,0.276,o
59866.471473,4.564,3.58,2.32,3.84,19.968,0.34,o
59868.382987,4.566,3.588,2.755,3.84,19.94,0.312,o
59868.386151,4.566,3.588,2.756,3.84,19.473,0.203,o
59868.405259,4.566,3.588,2.76,3.84,20.054,0.328,o
59870.379906,4.568,3.598,3.21,3.83,19.897,0.23,o
59870.382712,4.568,3.598,3.21,3.83,20.015,0.257,o
59870.415363,4.568,3.598,3.218,3.83,19.974,0.26,o
59870.420902,4.568,3.598,3.219,3.83,20.206,0.317,o
59871.201687,4.569,3.603,3.396,3.82,19.988,0.245,c
59871.206892,4.569,3.603,3.397,3.82,20.097,0.266,c
59871.21006,4.569,3.603,3.398,3.82,20.313,0.326,c
59871.245481,4.569,3.603,3.406,3.82,19.938,0.249,c
59872.396206,4.571,3.609,3.666,3.81,20.431,0.301,c
59872.864982,4.571,3.612,3.772,3.81,20.294,0.338,o
59872.874031,4.571,3.612,3.774,3.81,19.637,0.191,o
59874.42868,4.573,3.622,4.122,3.8,19.703,0.184,o
59875.179241,4.574,3.627,4.289,3.8,20.224,0.276,c
59875.184205,4.574,3.627,4.29,3.79,20.194,0.271,c
59875.215371,4.574,3.627,4.297,3.79,19.861,0.207,c
59875.218423,4.574,3.627,4.298,3.79,19.939,0.224,c
59875.231001,4.574,3.627,4.3,3.79,20.406,0.358,c
59876.36761,4.575,3.635,4.551,3.79,20.371,0.28,c
59876.373491,4.575,3.635,4.552,3.79,20.268,0.254,c
59876.854728,4.576,3.638,4.658,3.78,20.077,0.314,o
59876.857455,4.576,3.638,4.658,3.78,19.709,0.227,o
59876.865607,4.576,3.638,4.66,3.78,19.89,0.267,o
59876.87557,4.576,3.638,4.662,3.78,19.768,0.235,o
59878.355543,4.578,3.649,4.984,3.77,19.847,0.229,o
59878.362498,4.578,3.649,4.985,3.77,20.252,0.324,o
59879.107563,4.578,3.655,5.145,3.77,20.363,0.298,c
59879.141811,4.578,3.655,5.152,3.77,20.39,0.297,c
59879.149022,4.578,3.655,5.154,3.77,20.051,0.22,c
59880.769903,4.58,3.668,5.498,3.75,19.634,0.228,o
59880.779823,4.58,3.668,5.5,3.75,19.687,0.228,o
59882.348379,4.582,3.681,5.826,3.74,20.418,0.344,o
59882.353,4.582,3.681,5.827,3.74,20.177,0.278,o
59882.358555,4.582,3.682,5.828,3.74,20.233,0.29,o
59882.370103,4.582,3.682,5.831,3.74,20.293,0.302,o
59883.112728,4.583,3.688,5.983,3.73,19.76,0.243,o
59883.122199,4.583,3.688,5.985,3.73,19.888,0.274,o
59884.370008,4.585,3.699,6.238,3.72,19.968,0.297,o
59892.867865,4.595,3.786,7.84,3.64,19.628,0.406,o
59894.305129,4.597,3.802,8.088,3.62,20.231,0.42,o
59894.313912,4.597,3.802,8.09,3.62,20.157,0.391,o
59896.385439,4.599,3.826,8.436,3.6,19.921,0.322,o
59896.829929,4.6,3.832,8.509,3.59,20.484,0.294,c
59908.280384,4.615,3.982,10.136,3.46,20.034,0.26,o
59911.045777,4.618,4.021,10.457,3.42,20.284,0.355,o
59912.769992,4.62,4.047,10.643,3.4,19.779,0.31,o
