mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59847.615466,1.898,1.772,31.48,7.77,16.092,0.031,c
59848.481699,1.896,1.763,31.544,7.81,15.912,0.028,o
59848.484881,1.896,1.763,31.544,7.81,15.985,0.029,o
59848.508636,1.896,1.763,31.545,7.81,15.906,0.027,o
59848.51724,1.896,1.763,31.546,7.81,15.918,0.025,o
59849.60951,1.894,1.751,31.623,7.86,15.925,0.024,o
59849.613522,1.894,1.751,31.623,7.86,15.921,0.025,o
59849.618588,1.894,1.75,31.624,7.86,15.934,0.023,o
59852.606776,1.887,1.718,31.819,8.01,16.156,0.019,c
59852.61094,1.887,1.718,31.819,8.01,16.16,0.019,c
59852.618497,1.887,1.718,31.82,8.01,16.171,0.019,c
59852.623588,1.887,1.718,31.82,8.01,16.145,0.02,c
59853.075015,1.886,1.713,31.847,8.04,16.072,0.052,c
59853.078179,1.886,1.713,31.848,8.04,16.124,0.029,c
59853.127989,1.886,1.712,31.851,8.04,16.288,0.082,c
59855.55874,1.881,1.686,31.989,8.16,16.121,0.038,c
59855.57166,1.881,1.686,31.989,8.16,16.128,0.031,c
59855.573974,1.881,1.686,31.989,8.16,16.116,0.023,c
59855.581373,1.881,1.686,31.99,8.16,16.098,0.019,c
59857.061965,1.878,1.67,32.066,8.24,16.061,0.027,c
59857.065118,1.878,1.67,32.066,8.24,16.068,0.027,c
59857.068727,1.878,1.67,32.066,8.24,16.036,0.025,c
59857.085482,1.878,1.67,32.067,8.24,16.04,0.024,c
59858.609185,1.876,1.654,32.139,8.32,15.79,0.029,o
59858.612802,1.876,1.654,32.139,8.32,15.778,0.039,o
59858.624216,1.876,1.654,32.139,8.32,15.795,0.022,o
59858.629325,1.876,1.653,32.14,8.33,15.764,0.024,o
59859.289809,1.874,1.646,32.169,8.36,15.846,0.042,o
59859.292975,1.874,1.646,32.169,8.36,15.928,0.042,o
59859.299029,1.874,1.646,32.169,8.36,15.783,0.036,o
59859.314382,1.874,1.646,32.17,8.36,15.752,0.033,o
59862.559359,1.868,1.612,32.293,8.54,15.703,0.026,o
59862.562135,1.868,1.612,32.293,8.54,15.697,0.026,o
59862.56814,1.868,1.612,32.293,8.54,15.766,0.029,o
59862.580612,1.868,1.612,32.294,8.54,15.754,0.027,o
59862.610565,1.868,1.612,32.295,8.54,15.603,0.025,o
59862.626654,1.868,1.611,32.295,8.54,15.595,0.025,o
59862.633031,1.868,1.611,32.296,8.54,15.634,0.029,o
59863.495302,1.867,1.602,32.323,8.59,15.715,0.051,o
59863.522346,1.867,1.602,32.324,8.59,15.685,0.053,o
59864.576776,1.865,1.591,32.354,8.65,15.752,0.024,o
59864.579553,1.865,1.591,32.354,8.65,15.78,0.024,o
59864.582325,1.865,1.591,32.354,8.65,15.741,0.023,o
59864.593656,1.865,1.591,32.354,8.65,15.726,0.023,o
59864.635346,1.865,1.59,32.355,8.65,15.84,0.045,o
59866.613582,1.862,1.57,32.402,8.77,15.817,0.027,o
59866.61539,1.862,1.57,32.402,8.77,15.708,0.025,o
59866.622667,1.862,1.57,32.402,8.77,15.751,0.026,o
