mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59803.403017,2.285,1.53,20.825,8.99,15.002,0.029,o
59803.406205,2.285,1.53,20.826,8.99,15.047,0.033,o
59803.425411,2.285,1.53,20.83,8.99,15.095,0.03,o
59804.306237,2.28,1.53,21.029,8.99,15.185,0.018,o
59804.309437,2.28,1.53,21.03,8.99,15.193,0.018,o
59804.322461,2.28,1.53,21.033,8.99,15.167,0.018,o
59804.33731,2.28,1.53,21.036,8.99,15.202,0.018,o
59804.391438,2.279,1.53,21.048,8.99,15.306,0.021,o
59804.394602,2.279,1.53,21.049,8.99,15.279,0.021,o
59804.414643,2.279,1.53,21.053,8.99,15.26,0.022,o
59804.420072,2.279,1.53,21.055,8.99,15.285,0.028,o
59804.431626,2.279,1.53,21.057,8.99,15.279,0.022,o
59806.331987,2.268,1.531,21.486,8.99,15.337,0.017,o
59806.335174,2.268,1.531,21.487,8.99,15.37,0.018,o
59806.340652,2.268,1.531,21.488,8.99,15.349,0.018,o
59806.355268,2.268,1.531,21.491,8.99,15.437,0.018,o
59807.098038,2.263,1.531,21.659,8.99,15.374,0.02,o
59807.110832,2.263,1.531,21.662,8.99,15.316,0.021,o
59807.125825,2.263,1.531,21.665,8.99,15.362,0.023,o
59807.135848,2.263,1.531,21.667,8.99,15.328,0.02,o
59807.324918,2.262,1.531,21.71,8.99,15.409,0.017,o
59807.333037,2.262,1.531,21.712,8.99,15.403,0.019,o
59807.348346,2.262,1.531,21.715,8.99,15.404,0.017,o
59807.364347,2.262,1.531,21.719,8.99,15.407,0.018,o
59808.321667,2.256,1.532,21.935,8.99,15.874,0.026,c
59808.324831,2.256,1.532,21.935,8.99,15.898,0.026,c
59808.331299,2.256,1.532,21.937,8.99,15.869,0.026,c
59808.341252,2.256,1.532,21.939,8.99,15.878,0.026,c
59810.329774,2.244,1.533,22.386,8.98,15.972,0.028,c
59810.348574,2.244,1.533,22.39,8.98,15.994,0.028,c
59810.351815,2.244,1.533,22.391,8.98,15.982,0.028,c
59810.357317,2.244,1.533,22.392,8.98,15.973,0.027,c
59810.375341,2.244,1.533,22.396,8.98,15.589,0.019,o
59810.400222,2.244,1.533,22.401,8.98,15.58,0.019,o
59810.405344,2.244,1.533,22.403,8.98,15.954,0.028,c
59810.416734,2.244,1.533,22.405,8.98,15.624,0.02,o
59810.431766,2.244,1.533,22.408,8.98,15.584,0.02,o
59811.069325,2.24,1.534,22.551,8.97,15.972,0.061,c
59811.072503,2.24,1.534,22.552,8.97,16.071,0.042,c
59812.319641,2.232,1.535,22.829,8.97,16.086,0.029,c
59812.323712,2.232,1.535,22.83,8.97,16.089,0.029,c
59812.331495,2.232,1.535,22.832,8.97,16.072,0.029,c
59812.354281,2.232,1.535,22.837,8.97,16.069,0.029,c
59812.756912,2.23,1.536,22.926,8.96,15.765,0.03,o
59812.766899,2.23,1.536,22.928,8.96,15.756,0.03,o
59812.770597,2.23,1.536,22.929,8.96,15.772,0.03,o
59812.773766,2.23,1.536,22.93,8.96,15.763,0.03,o
59813.364522,2.226,1.536,23.06,8.96,16.14,0.027,c
59813.384873,2.226,1.536,23.065,8.96,16.186,0.028,c
59813.388991,2.226,1.536,23.066,8.96,16.153,0.051,c
59813.40678,2.226,1.536,23.069,8.96,16.199,0.028,c
59814.317388,2.221,1.537,23.27,8.95,15.768,0.018,o
59814.320575,2.221,1.537,23.27,8.95,15.786,0.018,o
59814.327871,2.221,1.537,23.272,8.95,15.78,0.018,o
59814.339727,2.221,1.537,23.274,8.95,15.772,0.018,o
59815.051228,2.217,1.538,23.43,8.95,16.249,0.023,c
59815.060279,2.217,1.538,23.432,8.95,16.305,0.024,c
59815.06343,2.216,1.538,23.433,8.95,16.242,0.024,c
59815.073539,2.216,1.538,23.435,8.95,16.187,0.023,c
59816.357578,2.209,1.54,23.713,8.94,15.861,0.024,o
59816.376926,2.209,1.54,23.717,8.94,15.89,0.022,o
59816.399667,2.209,1.54,23.722,8.94,15.903,0.023,o
59817.302383,2.204,1.542,23.916,8.93,16.373,0.029,c
59817.305358,2.204,1.542,23.917,8.93,16.403,0.031,c
59817.320885,2.203,1.542,23.92,8.93,16.306,0.03,c
59817.336287,2.203,1.542,23.923,8.93,16.382,0.029,c
59818.317794,2.198,1.544,24.132,8.92,16.004,0.023,o
59818.321889,2.198,1.544,24.133,8.92,16.01,0.022,o
59818.328438,2.198,1.544,24.134,8.92,15.987,0.023,o
59818.339988,2.198,1.544,24.137,8.92,16.051,0.022,o
59819.054839,2.193,1.545,24.288,8.91,16.368,0.026,c
59819.058445,2.193,1.545,24.288,8.91,16.397,0.026,c
59819.065211,2.193,1.545,24.29,8.91,16.339,0.026,c
59819.078319,2.193,1.545,24.292,8.91,16.378,0.026,c
59820.297025,2.186,1.547,24.547,8.9,16.51,0.03,c
59820.300195,2.186,1.547,24.548,8.9,16.538,0.03,c
59820.305629,2.186,1.547,24.549,8.9,16.594,0.031,c
59820.316483,2.186,1.547,24.551,8.9,16.519,0.031,c
59822.280652,2.175,1.551,24.954,8.87,16.209,0.025,o
59822.287487,2.175,1.551,24.955,8.87,16.154,0.025,o
59822.290676,2.175,1.551,24.956,8.87,16.15,0.025,o
59822.305297,2.175,1.551,24.959,8.87,16.183,0.025,o
59823.032368,2.171,1.553,25.105,8.86,16.575,0.031,c
59823.044598,2.171,1.553,25.108,8.86,16.487,0.029,c
59823.047754,2.171,1.553,25.109,8.86,16.576,0.03,c
59823.053767,2.171,1.553,25.11,8.86,16.505,0.029,c
59824.279293,2.164,1.556,25.354,8.85,16.223,0.031,o
59824.282916,2.164,1.556,25.354,8.85,16.149,0.03,o
59824.288893,2.164,1.556,25.356,8.85,16.283,0.032,o
59824.301128,2.164,1.556,25.358,8.85,16.182,0.031,o
59826.318856,2.152,1.561,25.751,8.82,16.338,0.031,o
59826.32297,2.152,1.561,25.752,8.82,16.317,0.03,o
59826.34351,2.152,1.561,25.756,8.82,16.249,0.029,o
59826.353137,2.152,1.561,25.758,8.82,16.263,0.03,o
59827.026338,2.148,1.563,25.886,8.81,16.209,0.038,o
59827.036333,2.148,1.563,25.888,8.81,16.25,0.04,o
59827.04493,2.148,1.563,25.89,8.81,16.195,0.038,o
59827.048098,2.148,1.563,25.89,8.81,16.286,0.041,o
59828.798394,2.138,1.567,26.218,8.78,16.394,0.057,o
59828.801559,2.138,1.567,26.219,8.78,16.262,0.052,o
59828.809749,2.138,1.567,26.22,8.78,16.412,0.059,o
59828.829248,2.138,1.567,26.224,8.78,16.351,0.058,o
59830.282512,2.13,1.571,26.489,8.76,16.349,0.041,o
59830.295913,2.13,1.571,26.491,8.76,16.449,0.045,o
59830.319587,2.13,1.571,26.496,8.76,16.532,0.049,o
59831.085925,2.126,1.574,26.633,8.75,16.361,0.057,o
59831.08908,2.126,1.574,26.633,8.75,16.341,0.057,o
59831.094197,2.126,1.574,26.634,8.75,16.441,0.062,o
59831.110637,2.125,1.574,26.637,8.75,16.49,0.067,o
59832.832208,2.116,1.579,26.939,8.72,16.287,0.087,o
59832.835384,2.116,1.579,26.94,8.72,16.346,0.091,o
59832.841702,2.116,1.579,26.941,8.72,16.62,0.118,o
59832.853901,2.116,1.579,26.943,8.72,16.436,0.102,o
59834.353084,2.108,1.583,27.198,8.69,16.767,0.143,o
59834.356248,2.108,1.583,27.198,8.69,16.436,0.116,o
59834.361674,2.108,1.583,27.199,8.69,16.643,0.056,o
59834.380329,2.108,1.584,27.202,8.69,16.473,0.053,o
59835.046082,2.104,1.586,27.313,8.68,16.481,0.04,o
59835.049687,2.104,1.586,27.314,8.68,16.429,0.039,o
59835.055119,2.104,1.586,27.315,8.68,16.539,0.044,o
59835.06738,2.104,1.586,27.317,8.68,16.452,0.044,o
59835.335476,2.102,1.587,27.361,8.68,16.395,0.041,o
59835.338729,2.102,1.587,27.362,8.68,16.479,0.044,o
59835.360268,2.102,1.587,27.365,8.68,16.408,0.043,o
59835.365825,2.102,1.587,27.366,8.68,16.445,0.045,o
59836.343332,2.097,1.59,27.525,8.66,16.589,0.048,o
59836.343824,2.097,1.59,27.525,8.66,16.441,0.042,o
59836.34678,2.097,1.59,27.526,8.66,16.591,0.048,o
59836.347764,2.097,1.59,27.526,8.66,16.347,0.04,o
59836.352204,2.097,1.59,27.527,8.66,16.723,0.054,o
59836.353192,2.097,1.59,27.527,8.66,16.441,0.043,o
59836.364036,2.097,1.59,27.529,8.66,16.589,0.051,o
59836.366992,2.097,1.59,27.529,8.66,16.523,0.047,o
59836.799543,2.094,1.591,27.599,8.65,16.492,0.04,o
59836.811844,2.094,1.591,27.601,8.65,16.51,0.04,o
59836.821328,2.094,1.591,27.602,8.65,16.482,0.041,o
59838.273043,2.086,1.596,27.83,8.62,16.415,0.035,o
59838.276006,2.086,1.596,27.831,8.62,16.452,0.036,o
59838.283394,2.086,1.596,27.832,8.62,16.473,0.034,o
59838.303296,2.086,1.596,27.835,8.62,16.444,0.035,o
59840.275376,2.076,1.603,28.134,8.59,16.573,0.038,o
59840.278992,2.076,1.603,28.135,8.59,16.627,0.04,o
59840.284414,2.076,1.603,28.135,8.59,16.574,0.038,o
59840.297116,2.076,1.603,28.137,8.59,16.558,0.039,o
59842.244776,2.065,1.61,28.419,8.55,16.96,0.037,c
59842.254988,2.065,1.61,28.421,8.55,16.991,0.038,c
59842.258221,2.065,1.61,28.421,8.55,17.062,0.039,c
59842.265736,2.065,1.61,28.422,8.55,17.013,0.039,c
59844.239248,2.055,1.618,28.694,8.51,16.595,0.04,o
59844.242863,2.055,1.618,28.695,8.51,16.571,0.04,o
59844.250242,2.055,1.618,28.696,8.51,16.675,0.042,o
59844.260643,2.055,1.618,28.697,8.51,16.64,0.041,o
59844.779261,2.052,1.62,28.766,8.5,17.044,0.042,c
59844.782414,2.052,1.62,28.767,8.5,17.111,0.051,c
59844.789659,2.052,1.62,28.768,8.5,17.249,0.06,c
59846.241005,2.044,1.625,28.956,8.47,16.961,0.054,c
59846.243914,2.044,1.625,28.957,8.47,16.959,0.057,c
59846.250874,2.044,1.625,28.957,8.47,16.973,0.05,c
59846.253642,2.044,1.625,28.958,8.47,17.073,0.057,c
59846.256412,2.044,1.625,28.958,8.47,16.933,0.063,c
59846.266572,2.044,1.625,28.959,8.47,16.699,0.098,c
59846.271212,2.044,1.625,28.96,8.47,16.762,0.073,c
59846.272133,2.044,1.625,28.96,8.47,16.896,0.066,c
59847.002654,2.04,1.628,29.052,8.45,16.665,0.051,o
59847.005817,2.04,1.628,29.053,8.45,16.69,0.05,o
59847.011227,2.04,1.628,29.053,8.45,16.606,0.048,o
59847.029453,2.04,1.628,29.055,8.45,16.64,0.05,o
59848.234789,2.034,1.633,29.203,8.43,16.769,0.045,o
59848.237954,2.034,1.633,29.203,8.43,16.781,0.045,o
59848.24357,2.034,1.633,29.204,8.43,16.702,0.043,o
59848.253514,2.034,1.633,29.205,8.43,16.71,0.042,o
59848.746269,2.031,1.635,29.264,8.42,17.278,0.049,c
59848.749882,2.031,1.635,29.264,8.42,17.058,0.039,c
59848.75629,2.031,1.635,29.265,8.42,17.026,0.038,c
59848.768533,2.031,1.635,29.267,8.42,17.008,0.037,c
59850.235803,2.024,1.641,29.436,8.39,17.195,0.039,c
59850.239495,2.024,1.641,29.437,8.39,17.124,0.038,c
59850.247123,2.024,1.641,29.438,8.39,17.12,0.038,c
59850.264229,2.024,1.641,29.44,8.39,17.146,0.038,c
59850.991659,2.02,1.644,29.521,8.37,16.527,0.039,o
59850.994366,2.02,1.644,29.521,8.37,16.515,0.038,o
59851.001651,2.02,1.644,29.522,8.37,16.652,0.042,o
59851.015644,2.02,1.644,29.524,8.37,16.573,0.04,o
59852.74174,2.011,1.651,29.709,8.33,16.56,0.048,o
59852.745366,2.011,1.651,29.709,8.33,16.642,0.049,o
59852.750778,2.011,1.651,29.71,8.33,16.589,0.048,o
59852.766141,2.011,1.652,29.711,8.33,16.595,0.049,o
59854.22084,2.004,1.658,29.859,8.3,16.516,0.054,o
59854.224072,2.004,1.658,29.859,8.3,16.502,0.054,o
59854.239043,2.004,1.658,29.861,8.3,16.488,0.055,o
59854.245052,2.004,1.658,29.861,8.3,16.443,0.054,o
59854.991337,2.0,1.661,29.934,8.29,16.545,0.06,o
59854.994942,2.0,1.661,29.935,8.29,16.558,0.06,o
59855.017219,2.0,1.661,29.937,8.29,16.631,0.062,o
59858.309325,1.984,1.675,30.235,8.22,16.398,0.06,o
59858.31256,1.984,1.675,30.235,8.22,16.881,0.076,o
59858.318118,1.984,1.675,30.235,8.22,16.452,0.062,o
59858.329212,1.984,1.675,30.236,8.22,16.431,0.062,o
59859.027651,1.98,1.678,30.295,8.2,16.442,0.066,o
59859.030815,1.98,1.678,30.295,8.2,16.571,0.071,o
59859.038537,1.98,1.678,30.295,8.2,16.528,0.073,o
59859.052969,1.98,1.679,30.297,8.2,16.452,0.07,o
59860.300935,1.974,1.684,30.397,8.17,16.483,0.083,o
59860.776384,1.972,1.686,30.433,8.16,16.521,0.061,o
59860.779535,1.972,1.686,30.434,8.16,16.505,0.061,o
59860.789602,1.972,1.686,30.434,8.16,16.501,0.062,o
59863.029819,1.961,1.696,30.597,8.11,16.448,0.059,o
59863.032978,1.961,1.696,30.597,8.11,16.6,0.064,o
59863.039733,1.961,1.696,30.597,8.11,16.657,0.068,o
59863.052348,1.961,1.696,30.598,8.11,16.529,0.065,o
59864.242414,1.956,1.702,30.678,8.09,16.6,0.068,o
59864.245578,1.956,1.702,30.678,8.09,16.565,0.058,o
59864.25103,1.956,1.702,30.678,8.09,16.652,0.058,o
59864.261421,1.956,1.702,30.679,8.09,16.576,0.053,o
59866.989847,1.943,1.715,30.843,8.03,16.779,0.039,c
59866.99356,1.943,1.715,30.843,8.03,16.834,0.038,c
59867.010296,1.943,1.715,30.844,8.03,16.844,0.038,c
59868.200462,1.938,1.72,30.907,8.0,17.012,0.053,c
59868.204077,1.937,1.72,30.908,8.0,17.01,0.051,c
59868.22271,1.937,1.72,30.909,8.0,16.857,0.048,c
59868.238738,1.937,1.721,30.909,8.0,16.828,0.049,c
59870.321201,1.928,1.73,31.009,7.96,16.44,0.038,o
59870.325754,1.928,1.73,31.009,7.96,16.481,0.039,o
59870.330902,1.928,1.73,31.01,7.95,16.528,0.041,o
59870.343125,1.928,1.731,31.01,7.95,16.477,0.043,o
59872.197945,1.92,1.739,31.087,7.91,16.915,0.042,c
59872.202013,1.92,1.739,31.087,7.91,17.011,0.042,c
59872.208342,1.92,1.74,31.087,7.91,17.02,0.041,c
59872.222485,1.92,1.74,31.088,7.91,16.973,0.041,c
59874.219067,1.911,1.749,31.157,7.87,16.5,0.032,o
59876.194608,1.902,1.759,31.214,7.83,16.852,0.039,c
59876.197774,1.902,1.759,31.214,7.83,16.977,0.04,c
59876.203199,1.902,1.759,31.214,7.83,16.959,0.038,c
59876.214499,1.902,1.759,31.214,7.83,17.073,0.041,c
59878.194189,1.894,1.769,31.258,7.78,16.574,0.033,o
59878.197425,1.894,1.769,31.258,7.78,16.568,0.032,o
59878.202965,1.894,1.769,31.258,7.78,16.576,0.033,o
59878.214509,1.894,1.769,31.258,7.78,16.596,0.034,o
59882.200993,1.878,1.789,31.308,7.69,16.563,0.035,o
59882.203764,1.878,1.789,31.308,7.69,16.544,0.035,o
59882.209309,1.878,1.789,31.308,7.69,16.562,0.035,o
59882.219085,1.878,1.789,31.308,7.69,16.642,0.036,o
59884.234944,1.87,1.799,31.314,7.65,16.613,0.044,o
59884.238109,1.87,1.8,31.314,7.65,16.676,0.047,o
59884.243541,1.87,1.8,31.314,7.65,16.696,0.048,o
59884.253555,1.87,1.8,31.314,7.65,16.587,0.045,o
59887.009299,1.859,1.814,31.303,7.59,16.693,0.059,o
59887.012014,1.859,1.814,31.303,7.59,16.655,0.057,o
59887.017868,1.859,1.814,31.303,7.59,16.641,0.057,o
59887.027809,1.859,1.814,31.303,7.59,16.661,0.059,o
59890.255265,1.847,1.831,31.261,7.52,16.601,0.054,o
59890.259419,1.847,1.831,31.261,7.52,16.898,0.068,o
59890.264976,1.847,1.831,31.261,7.52,16.513,0.053,o
59890.27521,1.847,1.831,31.261,7.52,16.668,0.058,o
59892.74738,1.838,1.844,31.209,7.46,16.695,0.098,o
59892.758212,1.838,1.844,31.209,7.46,16.794,0.056,o
59892.768122,1.838,1.844,31.208,7.46,16.738,0.053,o
59894.197969,1.833,1.852,31.17,7.43,16.786,0.035,o
59894.205363,1.833,1.852,31.17,7.43,16.777,0.035,o
59896.207459,1.826,1.862,31.108,7.39,16.784,0.041,o
59896.210623,1.826,1.862,31.107,7.39,16.899,0.045,o
59896.227419,1.826,1.862,31.107,7.39,16.916,0.047,o
59898.238175,1.819,1.873,31.033,7.35,17.267,0.038,c
59898.241405,1.819,1.873,31.033,7.35,17.207,0.036,c
59898.247415,1.819,1.873,31.033,7.35,17.266,0.039,c
59898.258049,1.819,1.873,31.032,7.35,17.247,0.039,c
59900.181095,1.813,1.884,30.951,7.31,16.969,0.074,o
59900.184258,1.813,1.884,30.951,7.31,16.82,0.051,o
59900.195123,1.813,1.884,30.95,7.31,16.68,0.037,o
59900.201012,1.813,1.884,30.95,7.31,16.729,0.038,o
59902.225629,1.806,1.895,30.854,7.26,17.378,0.043,c
59902.229321,1.806,1.895,30.854,7.26,17.403,0.044,c
59902.234869,1.806,1.895,30.853,7.26,17.293,0.04,c
59902.245142,1.806,1.895,30.853,7.26,17.367,0.043,c
59906.179864,1.795,1.917,30.635,7.18,17.299,0.074,c
59906.185412,1.795,1.917,30.634,7.18,17.446,0.052,c
59906.188673,1.794,1.917,30.634,7.18,17.447,0.045,c
59906.205316,1.794,1.917,30.633,7.18,17.521,0.044,c
59916.207861,1.768,1.974,29.904,6.97,17.009,0.058,o
59916.213412,1.768,1.974,29.904,6.97,17.123,0.065,o
59916.217108,1.768,1.974,29.903,6.97,17.054,0.062,o
59916.236273,1.768,1.974,29.902,6.97,17.124,0.071,o
59919.03609,1.762,1.99,29.656,6.92,17.143,0.097,o
59919.040687,1.761,1.99,29.656,6.92,17.156,0.1,o
59919.045684,1.761,1.99,29.655,6.92,16.901,0.081,o
59919.058852,1.761,1.991,29.654,6.92,17.06,0.103,o
