mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59490.483264,2.747,1.759,4.035,7.83,18.44,0.138,o
59490.487082,2.747,1.759,4.033,7.83,18.433,0.137,o
59490.520246,2.747,1.758,4.023,7.83,18.293,0.121,o
59490.525917,2.747,1.758,4.021,7.83,18.39,0.137,o
59492.410848,2.742,1.751,3.451,7.86,18.61,0.159,o
59494.366378,2.738,1.745,2.964,7.89,18.345,0.121,o
59494.371935,2.738,1.745,2.963,7.89,18.178,0.105,o
59494.380682,2.738,1.745,2.961,7.89,18.214,0.107,o
59494.389021,2.738,1.745,2.96,7.89,18.098,0.097,o
59496.434869,2.733,1.739,2.64,7.92,18.312,0.124,o
59496.440441,2.733,1.739,2.639,7.92,18.76,0.185,o
59496.475875,2.733,1.739,2.636,7.92,18.149,0.105,o
59496.49534,2.733,1.739,2.634,7.92,18.344,0.128,o
59498.449508,2.728,1.734,2.584,7.94,18.149,0.098,o
59498.452729,2.728,1.734,2.584,7.94,17.933,0.081,o
59498.46056,2.728,1.734,2.584,7.94,18.022,0.088,o
59498.495186,2.728,1.734,2.585,7.94,18.296,0.116,o
59500.351214,2.723,1.731,2.782,7.95,17.858,0.082,o
59500.353055,2.723,1.731,2.782,7.95,18.018,0.094,o
59500.357203,2.723,1.731,2.783,7.95,18.341,0.125,o
59500.362274,2.723,1.731,2.784,7.95,18.106,0.1,o
59509.426337,2.703,1.73,5.562,7.96,17.787,0.155,o
59509.429569,2.703,1.73,5.564,7.96,18.052,0.197,o
59509.435555,2.703,1.73,5.566,7.96,17.953,0.181,o
59509.446159,2.703,1.73,5.57,7.96,17.918,0.178,o
59510.400746,2.701,1.731,5.928,7.95,18.083,0.165,o
59510.403955,2.701,1.731,5.929,7.95,18.399,0.22,o
59510.410435,2.701,1.731,5.931,7.95,18.172,0.178,o
59510.421036,2.701,1.731,5.935,7.95,18.338,0.209,o
59512.41271,2.696,1.735,6.691,7.93,18.017,0.108,o
59512.418264,2.696,1.735,6.693,7.93,18.31,0.14,o
59512.421948,2.696,1.735,6.694,7.93,18.273,0.136,o
59512.434077,2.696,1.735,6.699,7.93,18.234,0.133,o
59516.394696,2.688,1.744,8.209,7.89,16.089,0.019,o
59516.397936,2.688,1.744,8.21,7.89,16.081,0.019,o
59516.40563,2.688,1.745,8.213,7.89,16.066,0.018,o
59516.415781,2.688,1.745,8.217,7.89,16.035,0.017,o
59518.377015,2.684,1.751,8.958,7.86,16.657,0.024,c
59518.379785,2.684,1.751,8.959,7.86,16.652,0.024,c
59518.380243,2.684,1.751,8.959,7.86,16.725,0.025,c
59518.382989,2.684,1.751,8.96,7.86,16.689,0.024,c
59518.386204,2.684,1.751,8.962,7.86,16.709,0.024,c
59518.390536,2.684,1.751,8.963,7.86,16.667,0.024,c
59518.403633,2.684,1.751,8.968,7.86,16.684,0.025,c
59520.380676,2.68,1.758,9.706,7.83,16.731,0.027,o
59520.386267,2.68,1.758,9.708,7.83,16.705,0.026,o
59520.389948,2.68,1.758,9.709,7.83,16.712,0.026,o
59520.402922,2.68,1.758,9.714,7.83,16.694,0.027,o
59522.381272,2.676,1.767,10.439,7.79,17.267,0.04,c
59522.38724,2.676,1.767,10.442,7.79,17.322,0.041,c
59522.392289,2.676,1.767,10.443,7.79,17.441,0.044,c
59522.404468,2.676,1.767,10.448,7.79,17.52,0.085,c
59524.319341,2.672,1.776,11.136,7.75,17.255,0.041,o
59524.322172,2.672,1.776,11.137,7.75,17.323,0.043,o
59524.324938,2.672,1.776,11.138,7.75,17.31,0.043,o
59524.332807,2.672,1.776,11.141,7.75,17.227,0.041,o
59526.361366,2.668,1.786,11.852,7.71,17.697,0.049,c
59526.365043,2.668,1.786,11.853,7.71,17.762,0.051,c
59526.371486,2.668,1.786,11.855,7.71,17.756,0.051,c
59526.394383,2.668,1.786,11.863,7.71,17.804,0.053,c
59528.372561,2.664,1.797,12.538,7.66,17.604,0.059,o
59528.375792,2.664,1.797,12.539,7.66,17.58,0.057,o
59528.382752,2.664,1.797,12.542,7.66,17.69,0.062,o
59530.353437,2.661,1.809,13.194,7.61,18.39,0.205,o
59538.425174,2.646,1.865,15.641,7.38,18.02,0.191,o
59538.436202,2.646,1.865,15.644,7.38,18.1,0.215,o
59542.302905,2.64,1.896,16.68,7.26,18.113,0.099,o
59542.306107,2.64,1.896,16.681,7.26,18.193,0.108,o
59542.311671,2.64,1.896,16.682,7.26,18.17,0.109,o
59542.32176,2.64,1.896,16.685,7.26,18.009,0.098,o
59544.343138,2.637,1.913,17.19,7.19,18.27,0.095,o
59544.345913,2.637,1.913,17.191,7.19,18.28,0.096,o
59544.351016,2.637,1.913,17.192,7.19,18.51,0.119,o
59544.363506,2.637,1.914,17.195,7.19,18.325,0.109,o
59546.337824,2.633,1.931,17.664,7.13,18.136,0.085,o
59546.341506,2.633,1.931,17.665,7.13,18.093,0.082,o
59546.347983,2.633,1.931,17.666,7.13,18.109,0.084,o
59546.359933,2.633,1.931,17.669,7.13,18.212,0.089,o
59552.417092,2.624,1.987,18.955,6.92,18.252,0.135,o
59581.799017,2.59,2.307,22.212,5.97,19.149,0.193,o
59581.807721,2.59,2.307,22.213,5.97,19.176,0.202,o
59581.817904,2.59,2.307,22.213,5.97,19.103,0.194,o
59582.795078,2.589,2.319,22.247,5.94,18.681,0.189,o
59582.800773,2.589,2.319,22.247,5.94,19.269,0.234,o
59586.238563,2.586,2.359,22.333,5.83,19.032,0.194,o
59586.24364,2.586,2.359,22.333,5.83,19.181,0.222,o
59586.246851,2.586,2.359,22.333,5.83,19.302,0.247,o
59586.256963,2.586,2.359,22.333,5.83,19.044,0.196,o
59590.229862,2.583,2.406,22.372,5.72,18.517,0.206,o
59596.258492,2.579,2.477,22.318,5.56,18.663,0.209,o
59598.799408,2.578,2.507,22.257,5.49,19.068,0.304,o
59600.265705,2.577,2.524,22.212,5.45,19.111,0.18,o
59600.268939,2.577,2.524,22.212,5.45,19.122,0.194,o
59600.279102,2.577,2.524,22.212,5.45,19.489,0.325,o
59604.21541,2.575,2.57,22.058,5.35,19.715,0.303,o
59604.220942,2.575,2.57,22.058,5.35,19.767,0.322,o
59604.225094,2.575,2.571,22.058,5.35,19.207,0.195,o
59604.234859,2.575,2.571,22.058,5.35,19.379,0.227,o
59605.032276,2.575,2.58,22.021,5.33,19.631,0.296,o
59605.04301,2.575,2.58,22.02,5.33,18.95,0.163,o
59605.049563,2.575,2.58,22.02,5.33,18.986,0.164,o
