mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59291.398513,4.927,3.976,3.811,3.46,19.069,0.072,c
59291.405566,4.927,3.976,3.813,3.46,19.023,0.07,c
59291.429443,4.927,3.976,3.818,3.46,18.952,0.067,c
59291.435187,4.927,3.976,3.819,3.46,19.193,0.081,c
59292.393026,4.926,3.98,4.019,3.46,18.797,0.074,o
59292.396261,4.926,3.98,4.02,3.46,18.701,0.067,o
59292.402311,4.926,3.98,4.021,3.46,18.668,0.066,o
59292.437792,4.926,3.98,4.028,3.46,18.824,0.077,o
59293.379644,4.925,3.984,4.224,3.46,18.751,0.072,o
59293.38287,4.925,3.984,4.225,3.46,18.721,0.07,o
59293.389436,4.925,3.984,4.226,3.46,18.719,0.069,o
59293.413729,4.925,3.984,4.231,3.45,18.678,0.064,o
59297.400249,4.92,4.003,5.046,3.44,18.807,0.137,o
59297.416234,4.92,4.003,5.049,3.44,18.551,0.106,o
59297.426336,4.92,4.003,5.051,3.44,18.594,0.113,o
59297.430485,4.92,4.004,5.052,3.44,18.327,0.089,o
59303.360494,4.914,4.04,6.208,3.41,18.747,0.137,o
59303.363556,4.914,4.04,6.209,3.41,18.781,0.142,o
59303.369139,4.914,4.04,6.21,3.41,18.46,0.107,o
59303.384043,4.914,4.04,6.212,3.41,18.438,0.108,o
59304.392136,4.913,4.047,6.401,3.4,18.397,0.084,o
59304.397669,4.913,4.047,6.402,3.4,18.469,0.084,o
59304.403933,4.913,4.047,6.403,3.4,18.329,0.074,o
59304.421909,4.913,4.047,6.407,3.4,18.464,0.085,o
59305.486052,4.912,4.055,6.603,3.39,18.409,0.093,o
59305.491133,4.912,4.055,6.604,3.39,18.492,0.101,o
59305.495893,4.912,4.055,6.605,3.39,18.489,0.103,o
59309.329861,4.908,4.086,7.289,3.37,18.973,0.065,c
59309.3344,4.908,4.086,7.29,3.37,18.991,0.066,c
59309.343287,4.908,4.086,7.291,3.37,19.089,0.071,c
59309.355227,4.908,4.086,7.293,3.37,19.001,0.067,c
59313.3174,4.904,4.121,7.957,3.34,19.122,0.075,c
59313.321184,4.904,4.121,7.958,3.34,19.079,0.072,c
59313.330977,4.904,4.121,7.96,3.34,18.983,0.066,c
59319.3134,4.898,4.179,8.874,3.29,18.589,0.067,o
59319.316653,4.898,4.18,8.874,3.29,18.645,0.07,o
59319.327222,4.898,4.18,8.876,3.29,18.77,0.083,o
59319.339219,4.898,4.18,8.878,3.29,18.738,0.073,o
59321.304917,4.896,4.201,9.153,3.28,18.646,0.068,o
59321.319747,4.896,4.201,9.155,3.28,18.657,0.069,o
59321.326101,4.896,4.201,9.156,3.28,18.731,0.073,o
59321.33521,4.896,4.201,9.158,3.28,18.756,0.074,o
59329.376774,4.888,4.293,10.154,3.21,19.212,0.268,o
59331.355869,4.886,4.317,10.367,3.19,18.676,0.201,o
59331.388282,4.886,4.317,10.37,3.19,19.186,0.297,o
59331.419507,4.886,4.317,10.374,3.19,18.735,0.216,o
59334.28383,4.883,4.353,10.658,3.16,18.924,0.081,o
59334.287993,4.883,4.353,10.658,3.16,18.954,0.085,o
59334.293505,4.883,4.353,10.659,3.16,18.935,0.082,o
59334.304064,4.883,4.353,10.66,3.16,18.913,0.083,o
59334.304979,4.883,4.353,10.66,3.16,19.024,0.089,o
59334.308203,4.883,4.354,10.66,3.16,18.999,0.089,o
59334.313765,4.883,4.354,10.661,3.16,18.741,0.077,o
59334.329366,4.883,4.354,10.662,3.16,18.797,0.092,o
59335.290717,4.882,4.366,10.751,3.15,18.953,0.083,o
59335.291632,4.882,4.366,10.751,3.15,19.163,0.097,o
59335.304227,4.882,4.366,10.753,3.15,19.09,0.094,o
59335.304684,4.882,4.366,10.753,3.15,19.041,0.088,o
59335.323125,4.882,4.366,10.754,3.15,18.997,0.09,o
59335.323582,4.882,4.366,10.754,3.15,19.112,0.097,o
59335.338381,4.882,4.367,10.756,3.15,18.907,0.086,o
59335.338838,4.882,4.367,10.756,3.15,19.021,0.092,o
59337.326295,4.88,4.392,10.93,3.13,18.843,0.141,o
59337.337847,4.88,4.392,10.931,3.13,18.806,0.182,o
59343.255642,4.874,4.471,11.373,3.08,19.492,0.105,c
59343.2585,4.874,4.471,11.373,3.08,19.48,0.102,c
59343.277222,4.874,4.471,11.375,3.08,19.421,0.104,c
59345.291724,4.872,4.499,11.499,3.06,18.729,0.075,o
59345.294955,4.872,4.499,11.499,3.06,18.889,0.085,o
59345.310166,4.872,4.499,11.5,3.06,18.822,0.083,o
59345.323158,4.872,4.499,11.501,3.06,18.753,0.079,o
59346.302674,4.871,4.512,11.556,3.05,19.542,0.109,c
59347.313677,4.87,4.526,11.61,3.04,19.471,0.111,c
59347.31781,4.87,4.526,11.61,3.04,19.399,0.105,c
59347.328046,4.87,4.527,11.611,3.04,19.661,0.133,c
59347.346659,4.87,4.527,11.612,3.04,19.399,0.11,c
59350.251139,4.868,4.567,11.749,3.01,19.013,0.078,c
59350.254383,4.868,4.567,11.749,3.01,18.989,0.075,c
59350.261744,4.868,4.567,11.749,3.01,18.943,0.072,c
59350.272751,4.868,4.567,11.75,3.01,18.969,0.073,c
59351.255435,4.867,4.581,11.79,3.0,18.449,0.068,o
59351.281399,4.867,4.582,11.791,3.0,18.548,0.074,o
59351.294792,4.867,4.582,11.791,3.0,18.368,0.064,o
59351.308498,4.867,4.582,11.792,3.0,18.58,0.077,o
59352.266169,4.866,4.595,11.828,2.99,18.463,0.071,o
59352.26939,4.866,4.595,11.828,2.99,18.412,0.068,o
59352.274922,4.866,4.596,11.828,2.99,18.329,0.064,o
59352.289239,4.866,4.596,11.829,2.99,18.34,0.066,o
59358.238285,4.86,4.68,11.99,2.94,18.526,0.106,o
59358.243785,4.86,4.68,11.99,2.94,18.63,0.116,o
59358.252976,4.86,4.68,11.991,2.94,18.745,0.129,o
59358.25621,4.86,4.68,11.991,2.94,18.977,0.16,o
59361.321466,4.858,4.724,12.033,2.91,18.903,0.157,o
59361.326992,4.858,4.724,12.033,2.91,18.638,0.127,o
59361.337609,4.857,4.724,12.033,2.91,18.651,0.135,o
59361.341774,4.857,4.724,12.033,2.91,18.586,0.13,o
59363.26615,4.856,4.752,12.046,2.9,18.776,0.077,o
59363.271664,4.856,4.752,12.046,2.9,18.824,0.08,o
59363.28318,4.856,4.752,12.046,2.9,18.793,0.079,o
59363.28822,4.856,4.752,12.046,2.9,18.846,0.085,o
59367.250414,4.852,4.809,12.039,2.86,18.844,0.084,o
59367.255905,4.852,4.809,12.039,2.86,18.75,0.077,o
59367.259106,4.852,4.809,12.039,2.86,18.788,0.08,o
59367.277183,4.852,4.809,12.039,2.86,18.708,0.075,o
59368.272616,4.851,4.823,12.031,2.85,19.355,0.088,c
59368.275858,4.851,4.823,12.031,2.85,19.384,0.09,c
59368.28326,4.851,4.823,12.03,2.85,19.309,0.086,c
59368.297087,4.851,4.824,12.03,2.85,19.429,0.097,c
59370.260107,4.849,4.851,12.006,2.84,18.934,0.086,o
59370.266543,4.849,4.852,12.006,2.84,18.936,0.087,o
59370.272537,4.849,4.852,12.005,2.84,18.976,0.09,o
59370.284513,4.849,4.852,12.005,2.84,19.147,0.105,o
59372.230546,4.848,4.879,11.971,2.82,19.281,0.084,c
59372.233781,4.848,4.88,11.971,2.82,19.315,0.084,c
59372.239777,4.848,4.88,11.971,2.82,19.292,0.082,c
59372.249547,4.848,4.88,11.97,2.82,19.442,0.093,c
59374.223275,4.846,4.908,11.925,2.8,19.007,0.138,o
59374.226483,4.846,4.908,11.925,2.8,18.8,0.092,o
59374.23337,4.846,4.908,11.925,2.8,18.991,0.089,o
59374.251255,4.846,4.908,11.924,2.8,19.085,0.094,o
59377.225998,4.843,4.95,11.838,2.78,19.31,0.097,c
59377.232579,4.843,4.95,11.838,2.78,19.377,0.091,c
59377.235347,4.843,4.95,11.837,2.78,19.524,0.102,c
59393.226723,4.83,5.166,11.022,2.67,18.782,0.095,o
59393.232255,4.83,5.166,11.022,2.67,18.859,0.087,o
59393.236424,4.83,5.166,11.021,2.67,18.867,0.085,o
59393.247025,4.83,5.166,11.021,2.66,18.818,0.082,o
59397.225648,4.826,5.217,10.735,2.64,18.752,0.086,o
59397.228873,4.826,5.217,10.735,2.64,18.943,0.096,o
59397.234421,4.826,5.217,10.735,2.64,18.98,0.096,o
59397.245484,4.826,5.217,10.734,2.64,19.043,0.105,o
59580.578082,4.722,4.847,11.703,2.84,19.358,0.119,o
59580.578543,4.722,4.847,11.703,2.84,19.36,0.125,o
59580.581766,4.722,4.847,11.703,2.84,19.48,0.131,o
59580.582227,4.722,4.847,11.703,2.84,19.455,0.134,o
59580.588681,4.722,4.847,11.704,2.84,19.695,0.165,o
59580.589143,4.722,4.847,11.704,2.84,19.249,0.107,o
59580.599297,4.722,4.847,11.704,2.84,19.148,0.102,o
59580.599757,4.722,4.847,11.704,2.84,19.196,0.102,o
59584.544049,4.721,4.785,11.853,2.88,19.224,0.106,o
59584.547727,4.721,4.785,11.853,2.88,19.181,0.101,o
59584.556017,4.721,4.785,11.853,2.88,19.455,0.126,o
59584.566164,4.721,4.785,11.853,2.88,19.36,0.115,o
59586.561292,4.72,4.753,11.912,2.9,19.741,0.137,c
59586.564492,4.72,4.753,11.912,2.9,19.663,0.128,c
59586.570909,4.72,4.753,11.913,2.9,19.553,0.116,c
59586.576428,4.72,4.753,11.913,2.9,19.739,0.135,c
59588.550658,4.719,4.722,11.96,2.91,19.266,0.104,o
59588.553432,4.719,4.722,11.96,2.91,19.217,0.1,o
59588.555736,4.719,4.722,11.96,2.91,19.214,0.103,o
59588.559451,4.719,4.722,11.961,2.91,19.039,0.089,o
59588.560835,4.719,4.721,11.961,2.91,19.229,0.101,o
59588.565784,4.719,4.721,11.961,2.91,19.128,0.095,o
59588.574094,4.719,4.721,11.961,2.91,19.338,0.109,o
59588.5787,4.719,4.721,11.961,2.91,19.317,0.111,o
59592.596222,4.718,4.657,12.023,2.96,19.242,0.104,o
59592.600369,4.718,4.657,12.023,2.96,19.32,0.11,o
59592.606361,4.718,4.657,12.023,2.96,19.281,0.106,o
59592.62516,4.718,4.657,12.023,2.96,19.58,0.137,o
59595.040696,4.718,4.619,12.038,2.98,19.12,0.162,o
59595.04633,4.718,4.618,12.038,2.98,18.965,0.134,o
59595.056225,4.718,4.618,12.038,2.98,18.945,0.115,o
59595.061394,4.718,4.618,12.038,2.98,18.839,0.095,o
59596.5394,4.717,4.595,12.038,3.0,19.034,0.16,o
59596.542625,4.717,4.595,12.038,3.0,19.29,0.199,o
59596.549544,4.717,4.595,12.038,3.0,19.248,0.189,o
59596.559714,4.717,4.594,12.038,3.0,19.051,0.155,o
59600.574059,4.716,4.531,12.005,3.04,19.209,0.165,o
59600.576863,4.716,4.531,12.005,3.04,19.244,0.169,o
59600.579624,4.716,4.531,12.005,3.04,19.252,0.169,o
59600.59207,4.716,4.53,12.004,3.04,19.45,0.198,o
59601.46906,4.716,4.516,11.99,3.05,18.631,0.158,o
59601.481433,4.716,4.516,11.99,3.05,19.127,0.238,o
59601.489232,4.716,4.516,11.99,3.05,18.915,0.18,o
59601.513879,4.716,4.516,11.989,3.05,18.882,0.158,o
59606.588925,4.715,4.436,11.858,3.1,18.689,0.077,o
59606.591665,4.715,4.436,11.858,3.1,18.983,0.099,o
59606.594407,4.715,4.436,11.858,3.1,18.794,0.084,o
59606.608079,4.715,4.436,11.857,3.1,18.727,0.078,o
59609.058975,4.714,4.397,11.763,3.13,19.322,0.102,c
59609.061786,4.714,4.397,11.763,3.13,19.252,0.096,c
59609.065473,4.714,4.397,11.763,3.13,19.083,0.084,c
59609.07574,4.714,4.397,11.762,3.13,19.224,0.094,c
59612.611472,4.713,4.343,11.59,3.17,19.2,0.082,c
59612.616733,4.713,4.343,11.589,3.17,19.305,0.089,c
59612.620865,4.713,4.343,11.589,3.17,19.179,0.081,c
59612.63262,4.713,4.343,11.588,3.17,19.096,0.076,c
59614.573535,4.713,4.313,11.475,3.19,18.875,0.072,o
59614.607287,4.713,4.313,11.473,3.19,18.707,0.063,o
59614.635638,4.713,4.312,11.471,3.19,18.868,0.077,o
59614.641898,4.713,4.312,11.471,3.19,18.902,0.103,o
59616.597406,4.713,4.283,11.343,3.21,19.232,0.092,c
59616.603526,4.713,4.283,11.342,3.21,19.163,0.086,c
59616.606733,4.713,4.283,11.342,3.21,19.152,0.086,c
59616.618284,4.713,4.282,11.341,3.21,19.139,0.085,c
59617.061585,4.712,4.276,11.31,3.22,19.153,0.098,c
59617.064407,4.712,4.276,11.31,3.22,19.108,0.093,c
59617.069546,4.712,4.276,11.31,3.22,19.129,0.095,c
59617.081175,4.712,4.275,11.309,3.22,19.047,0.091,c
59617.109563,4.712,4.275,11.307,3.22,18.986,0.237,c
59618.553422,4.712,4.254,11.201,3.24,18.808,0.069,o
59618.555265,4.712,4.254,11.201,3.24,18.873,0.073,o
59618.558052,4.712,4.254,11.201,3.24,19.013,0.082,o
59618.564981,4.712,4.254,11.2,3.24,19.03,0.081,o
59620.601951,4.712,4.224,11.038,3.26,19.093,0.081,c
59620.60515,4.712,4.224,11.038,3.26,19.138,0.084,c
59620.615222,4.712,4.224,11.037,3.26,19.248,0.093,c
59620.631337,4.712,4.223,11.035,3.26,19.18,0.089,c
59621.063658,4.712,4.217,10.999,3.26,19.217,0.091,c
59621.065025,4.712,4.217,10.999,3.26,19.043,0.079,c
59621.070137,4.712,4.217,10.999,3.26,18.978,0.075,c
59621.08003,4.712,4.217,10.998,3.26,19.08,0.081,c
59622.546545,4.711,4.196,10.869,3.28,18.803,0.085,o
59622.549334,4.711,4.196,10.869,3.28,18.98,0.098,o
59622.553024,4.711,4.196,10.869,3.28,18.996,0.097,o
59622.559017,4.711,4.196,10.868,3.28,18.729,0.073,o
59624.577517,4.711,4.167,10.679,3.3,18.428,0.084,o
59624.601821,4.711,4.167,10.676,3.3,18.459,0.082,o
59624.608227,4.711,4.167,10.676,3.3,18.706,0.1,o
59624.612412,4.711,4.167,10.675,3.3,18.605,0.09,o
59634.563924,4.71,4.034,9.528,3.41,18.3,0.058,o
59634.567158,4.71,4.034,9.527,3.41,18.455,0.066,o
59634.572641,4.71,4.034,9.526,3.41,18.365,0.062,o
59634.606203,4.709,4.034,9.522,3.41,18.475,0.07,o
59636.531187,4.709,4.01,9.259,3.43,18.665,0.057,c
59636.53983,4.709,4.01,9.258,3.43,18.662,0.057,c
59636.545488,4.709,4.01,9.257,3.43,18.727,0.059,c
59636.551373,4.709,4.01,9.256,3.43,18.564,0.052,c
59638.507506,4.709,3.986,8.976,3.45,18.511,0.062,o
59638.509329,4.709,3.986,8.975,3.45,18.343,0.054,o
59638.512064,4.709,3.986,8.975,3.45,18.271,0.051,o
59638.517989,4.709,3.986,8.974,3.45,18.447,0.059,o
59640.492031,4.709,3.963,8.677,3.47,18.724,0.062,c
59640.523691,4.709,3.963,8.672,3.47,18.601,0.061,c
59640.529036,4.709,3.963,8.672,3.47,18.682,0.065,c
59640.553976,4.709,3.962,8.668,3.47,18.635,0.063,c
59640.562054,4.709,3.962,8.667,3.47,18.777,0.065,c
59640.564997,4.709,3.962,8.666,3.47,18.541,0.055,c
59640.598367,4.709,3.962,8.661,3.47,18.638,0.061,c
59640.604876,4.709,3.962,8.66,3.47,18.518,0.057,c
59642.494716,4.708,3.941,8.363,3.49,18.351,0.051,o
59642.496539,4.708,3.941,8.363,3.49,18.387,0.052,o
59642.524347,4.708,3.94,8.358,3.49,18.434,0.052,o
59642.530832,4.708,3.94,8.357,3.49,18.468,0.053,o
59644.553908,4.708,3.919,8.026,3.51,18.449,0.081,c
59644.556909,4.708,3.919,8.025,3.51,18.736,0.099,c
59644.562398,4.708,3.918,8.024,3.51,18.566,0.088,c
59644.575881,4.708,3.918,8.022,3.51,18.822,0.106,c
59644.638644,4.708,3.918,8.012,3.51,18.936,0.139,c
59646.625198,4.708,3.897,7.673,3.53,18.312,0.063,o
59646.628094,4.708,3.897,7.672,3.53,18.438,0.072,o
59646.631316,4.708,3.897,7.672,3.53,18.403,0.074,o
59646.63457,4.708,3.897,7.671,3.53,18.261,0.075,o
59646.636395,4.708,3.897,7.671,3.53,18.392,0.097,o
59648.514557,4.708,3.878,7.339,3.55,18.616,0.056,c
59648.547613,4.708,3.878,7.333,3.55,18.603,0.056,c
59648.56072,4.708,3.878,7.331,3.55,18.639,0.058,c
59648.567652,4.708,3.878,7.33,3.55,18.685,0.06,c
59650.4539,4.708,3.86,6.986,3.57,18.233,0.059,o
59650.482239,4.708,3.86,6.981,3.57,18.26,0.059,o
59650.486457,4.708,3.86,6.98,3.57,18.31,0.06,o
59650.491025,4.708,3.86,6.979,3.57,18.176,0.053,o
59651.272277,4.708,3.853,6.833,3.57,18.434,0.056,c
59651.275477,4.708,3.853,6.833,3.57,18.329,0.052,c
59651.282742,4.708,3.853,6.831,3.57,18.51,0.06,c
59651.292485,4.708,3.853,6.83,3.57,18.522,0.061,c
59651.384982,4.708,3.852,6.812,3.57,18.434,0.103,c
59654.582605,4.707,3.824,6.198,3.6,18.169,0.084,o
59660.529377,4.707,3.78,4.985,3.64,18.009,0.078,o
59660.532577,4.707,3.78,4.984,3.64,18.114,0.09,o
59660.538071,4.707,3.78,4.983,3.64,17.989,0.08,o
59662.548966,4.707,3.767,4.554,3.65,18.054,0.056,o
59662.554309,4.707,3.767,4.553,3.65,18.06,0.057,o
59662.562114,4.707,3.767,4.551,3.65,18.025,0.056,o
59662.568048,4.707,3.767,4.55,3.65,18.155,0.062,o
59666.505873,4.706,3.745,3.687,3.68,18.034,0.046,o
59666.512263,4.706,3.745,3.685,3.68,17.987,0.043,o
59666.516379,4.706,3.745,3.684,3.68,17.937,0.043,o
59666.526173,4.706,3.745,3.682,3.68,17.891,0.043,o
59667.233992,4.706,3.742,3.524,3.68,17.683,0.037,o
59667.239116,4.706,3.742,3.523,3.68,17.789,0.04,o
59667.242765,4.706,3.742,3.522,3.68,17.726,0.038,o
59667.274146,4.706,3.742,3.515,3.68,17.707,0.04,o
59668.436512,4.706,3.736,3.254,3.68,18.202,0.073,c
59668.439758,4.706,3.736,3.253,3.68,18.397,0.097,c
59668.522329,4.706,3.736,3.234,3.68,18.235,0.067,c
59670.416142,4.706,3.728,2.804,3.69,17.869,0.04,o
59670.417965,4.706,3.728,2.804,3.69,17.979,0.044,o
59670.422524,4.706,3.728,2.803,3.69,17.899,0.041,o
59670.431849,4.706,3.728,2.8,3.69,17.927,0.042,o
59672.913832,4.706,3.719,2.23,3.7,18.129,0.042,c
59672.916608,4.706,3.719,2.229,3.7,18.173,0.043,c
59672.920265,4.706,3.719,2.228,3.7,18.131,0.042,c
59672.929846,4.706,3.719,2.226,3.7,18.061,0.04,c
59676.444724,4.706,3.71,1.407,3.71,18.111,0.048,c
59676.447921,4.706,3.71,1.407,3.71,18.021,0.046,c
59676.453433,4.706,3.71,1.405,3.71,18.018,0.046,c
59676.458917,4.706,3.71,1.404,3.71,18.531,0.057,c
59676.462117,4.706,3.71,1.403,3.71,18.108,0.045,c
59676.463944,4.706,3.71,1.403,3.71,18.048,0.046,c
59679.122014,4.706,3.706,0.755,3.71,17.522,0.04,o
59679.125657,4.706,3.706,0.754,3.71,17.473,0.045,o
59679.133405,4.706,3.706,0.752,3.71,17.423,0.063,o
59679.142924,4.706,3.706,0.75,3.71,17.455,0.063,o
59680.434539,4.706,3.705,0.43,3.72,17.969,0.078,c
59680.439789,4.706,3.705,0.428,3.72,17.865,0.068,c
59682.343388,4.706,3.704,0.22,3.72,17.658,0.057,o
59682.348003,4.706,3.704,0.22,3.72,17.57,0.052,o
59682.354007,4.706,3.704,0.22,3.72,17.632,0.055,o
59682.364099,4.706,3.704,0.22,3.72,17.736,0.058,o
59688.408144,4.706,3.707,1.421,3.71,17.6,0.119,o
59688.416896,4.706,3.707,1.423,3.71,17.793,0.111,o
59688.427484,4.706,3.707,1.425,3.71,17.446,0.064,o
59690.407898,4.706,3.711,1.888,3.71,17.796,0.046,o
59690.411097,4.706,3.711,1.888,3.71,17.859,0.049,o
59690.42681,4.706,3.711,1.892,3.71,17.844,0.052,o
59690.432351,4.706,3.711,1.893,3.71,17.822,0.05,o
59691.164416,4.706,3.713,2.064,3.71,17.564,0.042,o
59691.167139,4.706,3.713,2.064,3.71,17.627,0.045,o
59691.173554,4.706,3.713,2.066,3.71,17.61,0.044,o
59691.186474,4.706,3.713,2.069,3.71,17.637,0.046,o
59692.406223,4.706,3.716,2.351,3.71,18.201,0.051,c
59692.411779,4.706,3.716,2.353,3.71,18.115,0.122,c
59692.422245,4.706,3.716,2.355,3.71,18.374,0.117,c
59694.388443,4.706,3.722,2.807,3.7,17.896,0.042,o
59694.391639,4.706,3.722,2.808,3.7,17.938,0.044,o
59694.398014,4.706,3.722,2.81,3.7,17.874,0.041,o
59694.408698,4.706,3.722,2.812,3.7,17.839,0.041,o
59695.142985,4.706,3.724,2.98,3.7,17.642,0.043,o
59695.148283,4.706,3.724,2.981,3.7,17.57,0.04,o
59695.152132,4.706,3.724,2.982,3.7,17.648,0.043,o
59695.165381,4.706,3.724,2.985,3.7,17.628,0.041,o
59696.401891,4.706,3.729,3.266,3.69,18.312,0.054,c
59696.405091,4.706,3.729,3.267,3.69,18.197,0.051,c
59696.433207,4.706,3.729,3.273,3.69,18.471,0.06,c
59696.438503,4.706,3.729,3.274,3.69,18.33,0.055,c
59698.370316,4.707,3.737,3.709,3.68,17.912,0.073,o
59698.371237,4.707,3.737,3.709,3.68,17.89,0.066,o
59698.37584,4.707,3.737,3.71,3.68,17.999,0.074,o
