mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59698.376761,4.707,3.737,3.71,3.68,17.859,0.067,o
59698.380622,4.707,3.737,3.711,3.68,17.934,0.082,o
59698.381082,4.707,3.737,3.711,3.68,17.906,0.088,o
59699.130012,4.707,3.74,3.878,3.68,17.591,0.102,o
59699.133419,4.707,3.74,3.879,3.68,17.63,0.08,o
59699.140602,4.707,3.74,3.88,3.68,17.608,0.083,o
59700.364643,4.707,3.746,4.151,3.67,18.392,0.079,c
59700.367857,4.707,3.746,4.152,3.67,18.302,0.057,c
59700.374854,4.707,3.746,4.153,3.67,18.319,0.054,c
59700.874416,4.707,3.749,4.263,3.67,17.731,0.04,o
59700.877642,4.707,3.749,4.264,3.67,17.762,0.041,o
59700.884083,4.707,3.749,4.265,3.67,17.697,0.04,o
59700.894683,4.707,3.749,4.267,3.67,17.729,0.041,o
59703.166143,4.707,3.761,4.76,3.66,17.652,0.043,o
59703.169415,4.707,3.761,4.761,3.66,17.676,0.043,o
59703.174897,4.707,3.761,4.762,3.66,17.602,0.045,o
59703.186692,4.707,3.761,4.764,3.66,17.691,0.045,o
59704.35152,4.707,3.768,5.013,3.65,18.489,0.157,c
59710.297792,4.707,3.809,6.234,3.61,17.975,0.077,o
59710.301475,4.707,3.809,6.234,3.61,18.057,0.083,o
59710.322095,4.707,3.809,6.238,3.61,18.109,0.091,o
59716.374141,4.708,3.859,7.388,3.57,17.807,0.076,o
59716.377339,4.708,3.859,7.388,3.57,17.996,0.09,o
59716.387399,4.708,3.859,7.39,3.57,17.821,0.078,o
59719.143897,4.708,3.885,7.879,3.54,18.077,0.064,o
59719.147748,4.708,3.885,7.88,3.54,18.137,0.068,o
59719.153531,4.708,3.885,7.881,3.54,18.238,0.074,o
59719.163833,4.708,3.885,7.882,3.54,18.072,0.067,o
59720.358928,4.708,3.897,8.087,3.53,18.433,0.053,c
59720.362148,4.708,3.897,8.088,3.53,18.467,0.055,c
59720.368556,4.708,3.897,8.089,3.53,18.512,0.057,c
59720.378674,4.708,3.897,8.091,3.53,18.357,0.051,c
59722.306688,4.709,3.916,8.412,3.52,18.223,0.055,o
59722.309908,4.709,3.916,8.412,3.52,18.297,0.058,o
59722.31589,4.709,3.916,8.413,3.52,18.261,0.057,o
59722.325684,4.709,3.917,8.415,3.51,18.392,0.064,o
59724.296206,4.709,3.937,8.731,3.5,18.492,0.056,c
59724.303241,4.709,3.937,8.732,3.5,18.578,0.06,c
59724.307395,4.709,3.937,8.733,3.5,18.502,0.056,c
59724.322102,4.709,3.937,8.735,3.49,18.463,0.055,c
59724.827842,4.709,3.943,8.814,3.49,18.057,0.045,o
59724.831682,4.709,3.943,8.815,3.49,18.099,0.046,o
59724.837614,4.709,3.943,8.816,3.49,18.014,0.043,o
59724.847839,4.709,3.943,8.817,3.49,18.103,0.046,o
59726.297252,4.709,3.959,9.039,3.48,18.209,0.052,o
59726.300939,4.709,3.959,9.04,3.48,18.223,0.052,o
59726.3107,4.709,3.959,9.041,3.48,18.281,0.055,o
59726.325009,4.709,3.959,9.044,3.48,18.158,0.05,o
59728.846262,4.71,3.988,9.413,3.45,18.066,0.046,o
59728.848996,4.71,3.988,9.414,3.45,18.059,0.046,o
59728.854486,4.71,3.988,9.414,3.45,18.1,0.048,o
59728.86648,4.71,3.988,9.416,3.45,18.17,0.05,o
59728.867409,4.71,3.988,9.416,3.45,18.185,0.05,o
59728.870623,4.71,3.988,9.417,3.45,18.185,0.05,o
59728.876119,4.71,3.988,9.417,3.45,18.154,0.048,o
59728.886747,4.71,3.988,9.419,3.45,18.109,0.047,o
59730.281643,4.71,4.004,9.614,3.44,18.109,0.078,o
59730.294661,4.71,4.005,9.616,3.44,18.248,0.058,o
59730.30617,4.71,4.005,9.617,3.44,18.291,0.081,o
59734.281387,4.71,4.053,10.137,3.4,18.305,0.054,o
59734.286912,4.71,4.053,10.138,3.4,18.304,0.055,o
59734.295662,4.71,4.053,10.139,3.4,18.313,0.056,o
59734.299347,4.71,4.053,10.139,3.4,18.339,0.057,o
59736.29509,4.711,4.078,10.38,3.38,18.193,0.058,o
59736.299236,4.711,4.078,10.38,3.38,18.166,0.057,o
59736.304985,4.711,4.078,10.381,3.38,18.182,0.057,o
59736.319721,4.711,4.078,10.383,3.38,18.136,0.055,o
59736.768087,4.711,4.084,10.435,3.37,18.035,0.051,o
59736.772188,4.711,4.084,10.435,3.37,18.174,0.057,o
59736.777737,4.711,4.084,10.436,3.37,18.265,0.061,o
59736.783728,4.711,4.084,10.437,3.37,18.207,0.057,o
59736.787423,4.711,4.084,10.437,3.37,18.147,0.054,o
59736.791525,4.711,4.084,10.437,3.37,18.274,0.062,o
59736.792891,4.711,4.084,10.438,3.37,18.111,0.052,o
59736.80361,4.711,4.085,10.439,3.37,18.41,0.066,o
59738.25006,4.711,4.103,10.602,3.36,18.507,0.09,o
59738.253859,4.711,4.103,10.602,3.36,18.526,0.092,o
59738.262378,4.711,4.103,10.603,3.36,18.488,0.089,o
59738.274599,4.711,4.103,10.605,3.35,18.585,0.096,o
59742.13145,4.712,4.154,11.004,3.31,18.232,0.14,o
59742.141149,4.712,4.155,11.005,3.31,18.18,0.138,o
59742.151735,4.712,4.155,11.006,3.31,18.148,0.143,o
59743.096612,4.712,4.168,11.097,3.3,18.39,0.142,o
59743.103772,4.712,4.168,11.097,3.3,18.088,0.112,o
59743.114249,4.712,4.168,11.098,3.3,18.264,0.132,o
59744.290824,4.712,4.184,11.206,3.29,18.253,0.112,o
59744.294046,4.712,4.184,11.206,3.29,18.265,0.113,o
59744.303184,4.712,4.184,11.207,3.29,18.561,0.151,o
59744.319278,4.712,4.184,11.209,3.29,18.486,0.146,o
59745.10932,4.712,4.195,11.278,3.28,18.505,0.21,o
59746.073411,4.712,4.208,11.361,3.27,18.608,0.134,o
59746.076763,4.712,4.208,11.361,3.27,18.288,0.1,o
59746.083185,4.712,4.209,11.361,3.27,18.28,0.101,o
59746.095971,4.712,4.209,11.363,3.27,18.453,0.122,o
59746.293449,4.713,4.212,11.379,3.27,18.436,0.091,o
59746.29667,4.713,4.212,11.379,3.27,18.336,0.124,o
59746.303589,4.713,4.212,11.38,3.27,18.413,0.116,o
59746.314184,4.713,4.212,11.381,3.27,18.26,0.105,o
59747.03431,4.713,4.222,11.439,3.26,18.412,0.087,o
59751.057684,4.713,4.279,11.736,3.22,18.284,0.144,o
59751.073461,4.713,4.279,11.737,3.22,18.564,0.169,o
59754.233849,4.714,4.325,11.932,3.18,18.475,0.064,o
59754.239371,4.714,4.325,11.933,3.18,18.6,0.065,o
59754.243515,4.714,4.325,11.933,3.18,18.535,0.061,o
59754.259223,4.714,4.325,11.934,3.18,18.549,0.062,o
59756.230888,4.715,4.354,12.039,3.16,18.631,0.086,c
59756.234541,4.715,4.354,12.039,3.16,19.044,0.101,c
59756.244608,4.715,4.355,12.039,3.16,18.748,0.067,c
59756.250567,4.715,4.355,12.04,3.16,18.714,0.064,c
59758.262244,4.715,4.385,12.134,3.14,18.523,0.062,o
59760.230966,4.716,4.414,12.213,3.12,18.921,0.107,c
59760.234133,4.716,4.414,12.213,3.12,18.821,0.086,c
59760.241829,4.716,4.414,12.213,3.12,19.073,0.093,c
59760.256388,4.716,4.414,12.214,3.12,18.877,0.078,c
59764.719446,4.717,4.482,12.348,3.07,18.502,0.068,o
59764.722598,4.717,4.482,12.348,3.07,18.457,0.065,o
59764.729382,4.717,4.482,12.348,3.07,18.474,0.067,o
59764.740387,4.717,4.482,12.348,3.07,18.592,0.075,o
59766.227108,4.717,4.505,12.379,3.06,18.738,0.12,o
59766.230339,4.717,4.505,12.379,3.06,18.61,0.102,o
59766.240367,4.717,4.505,12.38,3.06,18.692,0.151,o
59769.01017,4.718,4.547,12.42,3.03,18.92,0.219,o
59769.014034,4.718,4.547,12.42,3.03,18.33,0.131,o
59769.020842,4.718,4.547,12.42,3.03,18.456,0.147,o
59769.031616,4.718,4.547,12.42,3.03,18.73,0.194,o
59770.24048,4.718,4.566,12.43,3.02,18.57,0.1,o
59770.244131,4.718,4.566,12.43,3.02,18.669,0.109,o
59770.249602,4.718,4.566,12.43,3.02,18.586,0.102,o
59770.260108,4.718,4.566,12.43,3.02,18.569,0.103,o
59772.255951,4.719,4.597,12.438,2.99,18.604,0.121,o
59772.25957,4.719,4.597,12.438,2.99,18.475,0.109,o
59772.267275,4.719,4.597,12.438,2.99,18.647,0.13,o
59772.279055,4.719,4.597,12.438,2.99,18.398,0.107,o
59772.796138,4.719,4.605,12.438,2.99,18.779,0.168,o
59772.798852,4.719,4.605,12.438,2.99,18.645,0.151,o
59772.806959,4.719,4.605,12.438,2.99,18.371,0.122,o
59772.817765,4.719,4.605,12.438,2.99,18.633,0.161,o
59773.005461,4.719,4.608,12.438,2.99,18.79,0.164,o
59773.009826,4.719,4.608,12.438,2.99,18.676,0.147,o
59773.017305,4.719,4.608,12.438,2.99,18.396,0.119,o
59773.031496,4.719,4.608,12.438,2.99,18.439,0.127,o
59774.239479,4.719,4.627,12.434,2.97,18.71,0.113,o
59774.242666,4.719,4.627,12.434,2.97,18.948,0.142,o
59774.249048,4.719,4.627,12.434,2.97,18.848,0.131,o
59774.259124,4.719,4.627,12.434,2.97,19.08,0.167,o
59775.73328,4.72,4.65,12.424,2.96,18.663,0.087,o
59775.736818,4.72,4.65,12.424,2.96,18.407,0.078,o
59775.767867,4.72,4.65,12.424,2.96,18.542,0.103,o
59776.233456,4.72,4.657,12.42,2.96,18.443,0.063,o
59776.237488,4.72,4.658,12.42,2.96,18.586,0.068,o
59776.242945,4.72,4.658,12.42,2.96,18.462,0.062,o
59776.254304,4.72,4.658,12.419,2.96,18.512,0.065,o
59776.713791,4.72,4.665,12.415,2.95,18.684,0.077,o
59776.716978,4.72,4.665,12.415,2.95,18.695,0.077,o
59776.723309,4.72,4.665,12.414,2.95,18.561,0.069,o
59776.741087,4.72,4.665,12.414,2.95,18.576,0.071,o
59778.267796,4.72,4.689,12.394,2.94,18.871,0.088,o
59778.270986,4.72,4.689,12.394,2.94,18.969,0.096,o
59778.279188,4.72,4.689,12.394,2.94,18.833,0.087,o
59778.28921,4.72,4.689,12.393,2.94,18.801,0.086,o
59780.254172,4.721,4.719,12.358,2.92,19.215,0.104,c
59780.25965,4.721,4.719,12.358,2.92,19.249,0.108,c
59780.262832,4.721,4.719,12.357,2.92,19.104,0.096,c
59780.275055,4.721,4.719,12.357,2.92,19.181,0.106,c
59782.962005,4.722,4.76,12.292,2.89,18.979,0.109,o
59782.965795,4.722,4.76,12.292,2.89,18.789,0.092,o
59782.971312,4.722,4.76,12.292,2.89,18.97,0.106,o
59782.982091,4.722,4.76,12.291,2.89,18.822,0.094,o
59786.941531,4.723,4.82,12.162,2.86,18.83,0.143,o
59786.946545,4.723,4.82,12.161,2.86,18.847,0.114,o
59786.949704,4.723,4.82,12.161,2.86,18.848,0.106,o
59786.961649,4.723,4.821,12.161,2.86,18.983,0.108,o
59788.684221,4.724,4.846,12.092,2.84,18.982,0.092,c
59788.687849,4.724,4.846,12.092,2.84,18.973,0.08,c
59788.69332,4.724,4.847,12.092,2.84,18.982,0.075,c
59788.706503,4.724,4.847,12.091,2.84,19.104,0.081,c
59790.935384,4.724,4.88,11.992,2.82,19.062,0.135,c
59790.936304,4.724,4.88,11.992,2.82,19.568,0.198,c
59790.938582,4.724,4.88,11.992,2.82,19.39,0.14,c
59790.939032,4.724,4.88,11.992,2.82,19.387,0.138,c
59790.945851,4.724,4.88,11.991,2.82,19.152,0.09,c
59790.946752,4.724,4.88,11.991,2.82,19.344,0.105,c
59790.955918,4.724,4.88,11.991,2.82,19.478,0.113,c
59790.956875,4.724,4.88,11.991,2.82,19.755,0.145,c
59792.681236,4.725,4.906,11.906,2.8,19.085,0.143,c
59792.684389,4.725,4.906,11.906,2.8,19.012,0.118,c
59792.691604,4.725,4.906,11.905,2.8,19.194,0.125,c
59792.703082,4.725,4.906,11.905,2.8,19.073,0.151,c
59796.733014,4.726,4.965,11.68,2.77,18.822,0.151,o
59796.736343,4.726,4.965,11.68,2.77,18.884,0.177,o
59796.736792,4.726,4.965,11.68,2.77,18.559,0.135,o
59796.740965,4.726,4.965,11.679,2.77,18.544,0.166,o
59796.741866,4.726,4.965,11.679,2.77,19.189,0.228,o
59796.747891,4.726,4.965,11.679,2.77,18.567,0.15,o
59796.752018,4.726,4.966,11.679,2.77,18.505,0.124,o
59796.761431,4.726,4.966,11.678,2.77,18.911,0.191,o
59798.958987,4.727,4.997,11.541,2.75,18.878,0.138,o
59798.974005,4.727,4.998,11.54,2.75,18.845,0.136,o
59799.683388,4.727,5.008,11.493,2.75,19.342,0.261,o
59799.686371,4.727,5.008,11.493,2.75,18.925,0.16,o
59799.694889,4.727,5.008,11.493,2.75,18.59,0.114,o
59799.707196,4.727,5.008,11.492,2.75,18.891,0.184,o
59800.680746,4.728,5.022,11.426,2.74,18.525,0.167,o
59800.6839,4.728,5.022,11.426,2.74,19.023,0.21,o
59800.693856,4.728,5.022,11.425,2.74,18.692,0.122,o
59800.699328,4.728,5.022,11.425,2.74,18.799,0.132,o
59801.941492,4.728,5.04,11.338,2.73,18.958,0.197,o
59801.944206,4.728,5.04,11.338,2.73,18.618,0.161,o
59801.946357,4.728,5.04,11.338,2.73,19.102,0.233,o
59801.951821,4.728,5.04,11.338,2.73,19.134,0.251,o
59801.964069,4.728,5.04,11.337,2.73,18.833,0.19,o
59804.22137,4.729,5.072,11.172,2.71,18.785,0.129,o
59804.225448,4.729,5.072,11.171,2.71,18.804,0.135,o
59804.231775,4.729,5.072,11.171,2.71,18.984,0.169,o
59804.241782,4.729,5.072,11.17,2.71,18.727,0.15,o
59804.93963,4.729,5.082,11.117,2.71,18.85,0.242,o
59804.959298,4.729,5.082,11.116,2.71,19.128,0.123,o
59804.962912,4.729,5.082,11.115,2.71,18.981,0.104,o
59805.985258,4.73,5.096,11.036,2.7,19.179,0.134,o
59805.988909,4.73,5.096,11.036,2.7,19.06,0.137,o
59805.996141,4.73,5.097,11.035,2.7,18.791,0.105,o
59806.984438,4.73,5.11,10.956,2.69,18.89,0.096,o
59806.994676,4.73,5.11,10.956,2.69,19.239,0.129,o
59807.003738,4.73,5.11,10.955,2.69,18.863,0.097,o
59807.007341,4.73,5.11,10.954,2.69,19.033,0.113,o
59810.213779,4.731,5.154,10.687,2.67,19.336,0.169,o
59810.217423,4.731,5.154,10.686,2.67,19.17,0.129,o
59810.222896,4.731,5.154,10.686,2.67,19.072,0.111,o
59810.232957,4.731,5.154,10.685,2.67,19.071,0.11,o
59970.321201,4.83,5.212,10.379,2.64,19.335,0.152,o
59970.326714,4.83,5.212,10.379,2.64,19.238,0.139,o
59970.330826,4.83,5.212,10.379,2.64,19.409,0.168,o
59970.341876,4.83,5.211,10.38,2.64,19.044,0.146,o
59973.318817,4.832,5.172,10.61,2.66,19.002,0.106,o
59973.322481,4.832,5.172,10.61,2.66,19.339,0.147,o
59973.333956,4.832,5.172,10.611,2.66,18.97,0.105,o
59973.341261,4.832,5.172,10.612,2.66,19.164,0.137,o
59978.332568,4.837,5.104,10.956,2.7,18.892,0.095,o
59978.334821,4.837,5.104,10.956,2.7,18.993,0.103,o
59978.337567,4.837,5.104,10.956,2.7,18.994,0.106,o
59981.330014,4.839,5.063,11.135,2.72,19.123,0.223,o
59981.33322,4.839,5.063,11.136,2.72,18.771,0.162,o
59981.339532,4.839,5.063,11.136,2.72,19.261,0.25,o
59981.34635,4.839,5.062,11.136,2.72,19.074,0.208,o
59987.338424,4.844,4.978,11.433,2.77,18.802,0.195,o
59987.341135,4.844,4.978,11.433,2.77,19.242,0.291,o
59987.347592,4.844,4.977,11.433,2.77,19.124,0.261,o
59987.355117,4.844,4.977,11.433,2.77,19.127,0.271,o
59995.306799,4.851,4.862,11.686,2.83,19.616,0.148,c
59995.320304,4.851,4.862,11.687,2.83,19.413,0.124,c
59995.367318,4.851,4.861,11.688,2.83,18.999,0.158,c
59998.078658,4.854,4.821,11.734,2.86,19.066,0.102,o
59998.079109,4.854,4.821,11.734,2.86,18.859,0.088,o
59998.086292,4.854,4.821,11.734,2.86,19.119,0.105,o
59998.089457,4.854,4.821,11.735,2.86,19.133,0.107,o
59998.100435,4.854,4.821,11.735,2.86,19.032,0.112,o
59999.305931,4.855,4.803,11.749,2.87,19.637,0.148,c
59999.308183,4.855,4.803,11.749,2.87,19.405,0.121,c
59999.322819,4.855,4.803,11.749,2.87,19.267,0.105,c
59999.328413,4.855,4.803,11.749,2.87,19.243,0.101,c
60002.065764,4.857,4.762,11.765,2.89,18.962,0.099,o
60002.083981,4.857,4.762,11.765,2.89,19.091,0.112,o
60002.087027,4.857,4.762,11.765,2.89,18.887,0.094,o
60002.092812,4.857,4.762,11.765,2.89,18.905,0.096,o
60003.305448,4.859,4.744,11.765,2.9,19.174,0.095,c
60003.312151,4.859,4.744,11.765,2.9,19.316,0.106,c
60003.315306,4.859,4.744,11.765,2.9,19.173,0.094,c
60006.078361,4.861,4.703,11.749,2.93,19.098,0.126,o
60006.081561,4.861,4.703,11.749,2.93,18.803,0.098,o
60006.088338,4.861,4.703,11.749,2.93,18.933,0.11,o
60006.099919,4.861,4.703,11.749,2.93,18.789,0.101,o
60007.335253,4.862,4.685,11.734,2.94,18.746,0.09,o
60007.345638,4.862,4.685,11.734,2.94,18.766,0.089,o
60011.26481,4.866,4.627,11.656,2.97,18.64,0.167,o
60011.279162,4.866,4.627,11.656,2.97,19.28,0.278,o
60011.284141,4.866,4.627,11.656,2.97,19.527,0.351,o
60014.064744,4.868,4.587,11.571,3.0,18.62,0.119,o
60014.080767,4.868,4.587,11.571,3.0,18.484,0.112,o
60014.083474,4.868,4.587,11.571,3.0,18.599,0.124,o
60014.088996,4.868,4.586,11.571,3.0,18.618,0.116,o
60015.329148,4.87,4.569,11.525,3.01,18.88,0.236,o
60019.306415,4.873,4.512,11.345,3.05,18.745,0.106,o
60019.30822,4.873,4.512,11.345,3.05,18.646,0.099,o
60019.315506,4.873,4.512,11.345,3.05,18.637,0.096,o
60019.324878,4.873,4.512,11.344,3.05,18.734,0.117,o
60022.090913,4.876,4.473,11.188,3.08,19.079,0.137,c
60023.311312,4.877,4.456,11.111,3.09,18.649,0.082,o
60023.313113,4.877,4.456,11.111,3.09,18.706,0.086,o
60023.324403,4.877,4.456,11.11,3.09,18.567,0.079,o
60023.327558,4.877,4.456,11.11,3.09,18.611,0.081,o
60026.035173,4.88,4.419,10.922,3.12,19.111,0.253,c
60027.26807,4.881,4.402,10.828,3.13,18.579,0.077,o
60027.26991,4.881,4.402,10.828,3.13,18.645,0.082,o
60027.274181,4.881,4.402,10.827,3.13,18.658,0.081,o
60027.282298,4.881,4.402,10.827,3.13,18.742,0.087,o
60031.288424,4.885,4.349,10.486,3.17,18.537,0.074,o
60031.290251,4.885,4.349,10.485,3.17,18.517,0.073,o
60031.292993,4.885,4.349,10.485,3.17,18.638,0.08,o
60031.299179,4.885,4.349,10.485,3.17,18.736,0.087,o
60034.021063,4.888,4.314,10.222,3.19,19.059,0.109,c
60034.023001,4.888,4.314,10.222,3.19,18.834,0.082,c
60034.025745,4.888,4.314,10.222,3.19,19.03,0.096,c
60034.051947,4.888,4.314,10.219,3.19,19.395,0.133,c
60036.032043,4.89,4.289,10.012,3.21,18.403,0.065,o
60036.034335,4.89,4.289,10.012,3.21,18.602,0.076,o
60036.037549,4.89,4.289,10.012,3.21,18.612,0.076,o
60036.043025,4.89,4.289,10.011,3.21,18.457,0.067,o
60037.251876,4.891,4.274,9.878,3.22,18.593,0.109,o
60037.25371,4.891,4.274,9.878,3.22,18.391,0.091,o
60037.256895,4.891,4.274,9.878,3.22,18.633,0.111,o
60037.262409,4.891,4.274,9.877,3.22,18.511,0.1,o
60038.992249,4.892,4.253,9.679,3.24,18.462,0.106,o
60038.994067,4.892,4.253,9.679,3.24,18.547,0.114,o
60039.00146,4.892,4.253,9.678,3.24,18.499,0.11,o
60039.006647,4.892,4.253,9.677,3.24,18.63,0.121,o
60049.247505,4.903,4.14,8.306,3.32,18.441,0.072,o
60049.250897,4.903,4.14,8.305,3.32,18.497,0.075,o
60049.254143,4.903,4.14,8.305,3.32,18.443,0.072,o
60049.276683,4.903,4.14,8.301,3.32,18.517,0.076,o
60052.240559,4.906,4.111,7.843,3.35,18.691,0.074,c
60052.242407,4.906,4.111,7.843,3.35,19.037,0.097,c
60052.246591,4.906,4.111,7.842,3.35,18.807,0.081,c
60052.252643,4.906,4.111,7.841,3.35,18.879,0.087,c
60054.058343,4.908,4.095,7.549,3.36,18.58,0.089,o
60054.061732,4.908,4.094,7.549,3.36,18.325,0.073,o
60054.090053,4.908,4.094,7.544,3.36,18.509,0.08,o
60054.095827,4.908,4.094,7.543,3.36,18.595,0.087,o
60058.213224,4.912,4.059,6.844,3.39,18.675,0.078,c
60058.218511,4.912,4.059,6.843,3.39,18.732,0.081,c
60058.221233,4.912,4.059,6.842,3.39,18.689,0.078,c
60058.247013,4.912,4.059,6.838,3.39,18.849,0.091,c
60060.030005,4.914,4.045,6.521,3.4,18.231,0.056,o
60060.058931,4.914,4.044,6.515,3.4,18.412,0.067,o
60060.087994,4.914,4.044,6.51,3.4,18.436,0.07,o
60060.091377,4.914,4.044,6.509,3.4,18.35,0.065,o
60062.953492,4.917,4.023,5.984,3.42,18.367,0.066,o
60062.956259,4.917,4.023,5.984,3.42,18.27,0.061,o
60062.959516,4.917,4.023,5.983,3.42,18.313,0.062,o
60062.965816,4.917,4.023,5.982,3.42,18.342,0.064,o
60068.950189,4.923,3.986,4.826,3.45,18.59,0.19,o
60068.953526,4.923,3.986,4.825,3.45,18.134,0.126,o
60068.956841,4.923,3.986,4.825,3.45,18.464,0.152,o
60068.983978,4.923,3.986,4.819,3.45,18.369,0.155,o
60074.992376,4.93,3.958,3.597,3.48,18.261,0.079,o
60074.995183,4.93,3.958,3.596,3.48,18.103,0.07,o
60075.000725,4.93,3.958,3.595,3.48,18.107,0.07,o
60075.01262,4.93,3.958,3.593,3.48,18.192,0.078,o
60076.221355,4.931,3.954,3.341,3.48,18.271,0.137,o
60076.256786,4.931,3.954,3.334,3.48,18.319,0.21,o
60076.259977,4.931,3.954,3.333,3.48,18.145,0.198,o
60076.265153,4.931,3.954,3.332,3.48,18.211,0.215,o
60079.20975,4.934,3.945,2.716,3.49,18.097,0.07,o
60079.220313,4.934,3.945,2.714,3.49,18.106,0.072,o
60079.223477,4.934,3.945,2.713,3.49,18.288,0.095,o
60080.921998,4.936,3.941,2.358,3.49,18.476,0.055,c
60080.9248,4.936,3.941,2.357,3.49,18.432,0.053,c
60080.928006,4.936,3.941,2.357,3.49,18.413,0.052,c
60080.963381,4.936,3.941,2.349,3.49,18.611,0.069,c
60082.229291,4.937,3.939,2.086,3.49,18.013,0.065,o
60082.232123,4.937,3.939,2.085,3.49,18.099,0.069,o
60082.238156,4.937,3.939,2.084,3.49,18.247,0.077,o
60082.262815,4.938,3.939,2.079,3.49,18.148,0.072,o
60083.930222,4.939,3.936,1.736,3.5,18.326,0.058,c
60083.934299,4.939,3.936,1.735,3.5,18.368,0.051,c
60083.966333,4.939,3.936,1.729,3.5,18.344,0.049,c
60083.973201,4.939,3.936,1.727,3.5,18.419,0.053,c
60083.973653,4.939,3.936,1.727,3.5,18.387,0.051,c
60085.198349,4.941,3.935,1.481,3.5,18.081,0.056,o
60085.20824,4.941,3.935,1.479,3.5,18.069,0.055,o
60085.212297,4.941,3.935,1.478,3.5,18.038,0.055,o
60085.224196,4.941,3.935,1.476,3.5,18.136,0.06,o
60092.97105,4.949,3.938,0.79,3.49,18.395,0.053,c
60092.973806,4.949,3.938,0.791,3.49,18.378,0.052,c
60092.979427,4.949,3.938,0.792,3.49,18.468,0.056,c
60093.004772,4.949,3.938,0.795,3.49,18.426,0.057,c
60101.955123,4.959,3.963,2.466,3.47,18.511,0.114,o
60101.958489,4.959,3.963,2.467,3.47,18.342,0.1,o
60101.976229,4.959,3.963,2.471,3.47,18.183,0.092,o
60101.981398,4.959,3.963,2.472,3.47,18.288,0.101,o
60109.127163,4.967,3.999,3.94,3.44,18.614,0.068,c
60109.130083,4.967,3.999,3.941,3.44,18.631,0.069,c
60109.139769,4.967,3.999,3.943,3.44,18.645,0.07,c
60109.149963,4.967,3.999,3.945,3.44,18.495,0.062,c
60110.120891,4.969,4.006,4.14,3.44,18.578,0.066,c
60110.134775,4.969,4.006,4.143,3.44,18.571,0.066,c
60110.141854,4.969,4.006,4.144,3.44,18.616,0.069,c
60112.140889,4.971,4.019,4.542,3.42,18.607,0.126,c
60112.143731,4.971,4.019,4.543,3.42,18.649,0.105,c
60112.149001,4.971,4.019,4.544,3.42,18.618,0.087,c
60119.856141,4.98,4.08,6.005,3.37,18.256,0.065,o
60119.861683,4.98,4.08,6.006,3.37,18.438,0.073,o
60119.871324,4.98,4.08,6.008,3.37,18.493,0.073,o
60128.876107,4.99,4.17,7.535,3.3,18.467,0.154,o
60128.892606,4.99,4.17,7.537,3.3,18.499,0.166,o
60128.89545,4.99,4.17,7.538,3.3,18.39,0.151,o
60128.900692,4.99,4.17,7.539,3.3,18.498,0.167,o
60130.147619,4.992,4.184,7.733,3.29,18.575,0.132,o
60130.150805,4.992,4.184,7.733,3.29,18.491,0.124,o
60130.157552,4.992,4.184,7.734,3.29,18.555,0.133,o
60130.176485,4.992,4.184,7.737,3.29,18.505,0.134,o
60134.058209,4.996,4.229,8.312,3.26,19.138,0.178,o
60134.067833,4.997,4.229,8.313,3.26,18.739,0.24,o
60134.079883,4.997,4.229,8.315,3.26,18.457,0.135,o
60134.080334,4.997,4.229,8.315,3.26,18.5,0.183,o
60134.084936,4.997,4.229,8.316,3.26,19.105,0.3,o
60134.095708,4.997,4.229,8.317,3.26,18.518,0.132,o
60134.101685,4.997,4.229,8.318,3.26,18.459,0.106,o
60136.128045,4.999,4.254,8.6,3.24,19.247,0.13,o
60136.131266,4.999,4.254,8.601,3.24,18.911,0.099,o
60136.137384,4.999,4.254,8.601,3.23,19.089,0.113,o
60136.148991,4.999,4.254,8.603,3.23,18.911,0.098,o
60137.850647,5.001,4.276,8.83,3.22,19.105,0.077,c
60137.853412,5.001,4.276,8.83,3.22,18.99,0.07,c
60137.858584,5.001,4.276,8.831,3.22,18.937,0.068,c
60137.885102,5.001,4.276,8.834,3.22,18.897,0.066,c
60139.089911,5.002,4.292,8.99,3.21,18.702,0.079,o
60139.09359,5.003,4.292,8.99,3.21,18.491,0.068,o
60139.100304,5.003,4.292,8.991,3.21,18.665,0.078,o
60139.118304,5.003,4.292,8.993,3.21,18.537,0.071,o
60140.848849,5.005,4.315,9.208,3.19,19.442,0.106,c
60140.851839,5.005,4.315,9.208,3.19,19.613,0.126,c
60140.870491,5.005,4.315,9.211,3.19,20.432,0.268,c
60142.079312,5.006,4.331,9.355,3.18,18.576,0.073,o
60142.082069,5.006,4.331,9.355,3.18,18.657,0.078,o
60142.087337,5.006,4.331,9.356,3.18,18.437,0.066,o
60142.103115,5.006,4.331,9.358,3.18,18.839,0.085,o
60142.104071,5.006,4.331,9.358,3.18,18.634,0.076,o
60146.856269,5.012,4.397,9.879,3.13,19.159,0.091,c
60146.862591,5.012,4.397,9.88,3.13,19.056,0.08,c
60146.880192,5.012,4.397,9.882,3.13,19.186,0.1,c
60148.062367,5.013,4.414,10.0,3.12,18.795,0.108,o
60148.065647,5.013,4.414,10.0,3.12,18.645,0.097,o
60148.078997,5.013,4.414,10.002,3.12,18.677,0.111,o
60148.084309,5.013,4.414,10.002,3.12,19.236,0.186,o
60149.806764,5.015,4.439,10.166,3.1,18.783,0.089,o
60149.810052,5.015,4.439,10.167,3.1,18.743,0.086,o
